invoice_id,Client,Company Code,Fiscal Year,Document Number,Line Item Number,Assignment Number,Billing Number,Customer ID,Customer Name,Currency Code,Amount,Document Date,Due Date
4908,001,3000,2010,1000011315,001,INV100000000010568,1465234787,GXB1113780,Hassan & Co. Ltd.,EUR,120747.03,20100920,20100929
4909,001,2000,2019,1000001720,001,INV100000000029736,1254048904,YSV1911248,Galaxy IT Services,JPY,20168046.0,20190920,20191026
4910,001,2000,2012,1000015233,001,INV100000000008949,2386624444,CEI4303673,Bianchi & Figli SRL,EUR,155619.76,20120920,20120927
4911,001,1000,2013,1000004636,001,INV100000000005489,3237350185,MLW7256855,Santos & Filho Lda.,AUD,189122.16,20130920,20131102
4912,001,4000,2016,1000017828,001,INV100000000013627,7244817775,DDD0641353,Zhang & Co. Limited,USD,244573.67,20160920,20161010
4913,001,5000,2018,1000012884,001,INV100000000012091,0090617043,JVE9656627,Vista Health Care Services,USD,72631.0,20180920,20180922
4914,001,4000,2008,1000010536,001,INV100000000028884,0840691184,UNU1323836,Ferrari & Figli SRL,USD,186402.72,20080920,20081001
4915,001,2000,2001,1000033799,001,INV100000000003186,5937748380,UNU1323836,Ferrari & Figli SRL,USD,90778.59,20010920,20010926
4916,001,4000,2016,1000027575,001,INV100000000005738,3528308344,XQI8289538,Nexus Financial Services,USD,322969.36,20160920,20160924
4917,001,1000,2011,1000008033,001,INV100000000025806,7366312908,TIH6044372,Dubois & Frères SARL,USD,384890.1,20110920,20111001
4918,001,1000,2016,1000002891,001,INV100000000021393,6839212641,YSD3087280,Ramirez & Hijos Servicios,USD,10555.26,20160920,20161003
4919,001,2000,2024,1000003490,001,INV100000000007046,6938154487,UXJ6820071,Rossi & Figli S.p.A.,CHF,201701.32,20240920,20240927
4920,001,1000,2013,1000030308,001,INV100000000016048,4549957783,CEI4303673,Bianchi & Figli SRL,EUR,205796.52,20130920,20131024
4921,001,2000,2010,1000008088,001,INV100000000007478,6213690058,UXJ6820071,Rossi & Figli S.p.A.,CHF,70671.8,20100920,20101020
4922,001,1000,2016,1000006205,001,INV100000000003738,5200327679,TAE8255972,Lumen Power Technologies,EUR,127339.16,20160920,20160922
4923,001,1000,2016,1000012735,001,INV100000000006922,9932401818,TAE8255972,Lumen Power Technologies,EUR,91777.23,20160920,20161017
4924,001,1000,2016,1000003120,001,INV100000000012887,2071697638,TAE8255972,Lumen Power Technologies,EUR,12902.22,20160920,20161009
4925,001,1000,2016,1000013648,001,INV100000000031481,0481781658,TAE8255972,Lumen Power Technologies,EUR,6361.23,20160920,20160921
4926,001,1000,2016,1000006638,002,INV100000000006771,5813699897,TAE8255972,Lumen Power Technologies,EUR,110341.8,20160920,20161029
4927,001,1000,2004,1000015008,001,INV100000000013923,2718136263,GXB1113780,Hassan & Co. Ltd.,EUR,323646.16,20040920,20040929
4928,001,4000,2001,1000011663,001,INV100000000031501,4282579580,QYY2957205,Park & Lee Solutions,EUR,286681.02,20010920,20011015
4929,001,1000,2020,1000012176,002,INV100000000011310,5367173646,KVF4482570,Santos & Filhos Comércio,EUR,107150.72,20200920,20201009
4930,001,3000,2008,1000004100,001,INV100000000005046,0327332447,EEN7276041,Apollo Catering Services,USD,251267.35,20080920,20080930
4931,001,3000,2015,1000006310,001,INV100000000018944,8793229725,MLW7256855,Santos & Filho Lda.,AUD,467687.77,20150920,20150930
4932,001,2000,2019,1000009067,001,INV100000000008696,7876134137,CDK1354752,Ivanov & Partners Ltd.,USD,248159.01,20190920,20191010
4933,001,3000,2013,1000034367,001,INV100000000005641,4820113023,GXB1113780,Hassan & Co. Ltd.,EUR,86443.4,20130920,20131002
4934,001,2000,2018,1000000522,001,INV100000000003581,2253227084,MTU0130847,Ivanov & Sons Engineering,USD,227060.9,20180920,20181006
4935,001,3000,2007,1000013013,001,INV100000000025536,8469499201,UNU1323836,Ferrari & Figli SRL,USD,84081.3,20070920,20071018
4936,001,1000,2011,1000012000,001,INV100000000000255,5598820681,YGQ8237982,Eagle Financial Group,USD,94962.97,20110920,20111002
4937,001,2000,2004,1000013307,002,INV100000000001988,5346219906,EXV9923358,Kim & Lee Technologies,USD,137571.52,20040920,20041006
4938,001,1000,2014,1000009882,001,INV100000000001121,1914336080,MTU0130847,Ivanov & Sons Engineering,USD,114470.96,20140920,20141017
4939,001,2000,2006,1000017531,002,INV100000000011885,5320861450,BEY4435252,Vulcan Heavy Industries,USD,168624.09,20060920,20061018
4940,001,4000,2014,1000004886,001,INV100000000024882,1126282846,PNH6985521,Smith & Co. Consulting,USD,254270.54,20140920,20141002
4941,001,4000,2014,1000005819,001,INV100000000008449,6345964607,PNH6985521,Smith & Co. Consulting,USD,73618.08,20140920,20141013
4942,001,4000,2014,1000011785,001,INV100000000009460,8032334098,PNH6985521,Smith & Co. Consulting,USD,93765.28,20140920,20141026
4943,001,1000,2000,1000003322,001,INV100000000020594,5115924381,UNU1323836,Ferrari & Figli SRL,USD,258904.15,20000920,20001001
4944,001,1000,2023,1000008405,001,INV100000000020370,1648288287,RJT9884296,OpalStone Mining Inc.,EUR,247828.22,20230920,20230929
4945,001,1000,2023,1000002767,001,INV100000000004507,8372323958,RJT9884296,OpalStone Mining Inc.,EUR,70525.34,20230920,20230923
4946,001,1000,2023,1000005326,001,INV100000000000673,8165219292,RJT9884296,OpalStone Mining Inc.,EUR,346514.16,20230920,20230924
4947,001,1000,2023,1000002066,001,INV100000000021337,5014474919,RJT9884296,OpalStone Mining Inc.,EUR,277816.52,20230920,20231001
4948,001,1000,2023,1000004727,002,INV100000000015677,4444091120,RJT9884296,OpalStone Mining Inc.,EUR,190037.94,20230920,20231016
4949,001,1000,2001,1000007731,001,INV100000000017667,5323567978,SIZ6820794,Global Solutions Ltd,NZD,356105.71,20010920,20011030
4950,001,2000,2012,1000003411,003,INV100000000008839,1768037876,CZR7214715,Patel & Sons Pvt. Ltd.,USD,99628.78,20120920,20121028
4951,001,3000,2001,1000018496,001,INV100000000013123,7738545841,EVP4571878,Renault & Fils SARL,EUR,131621.98,20010920,20011011
4952,001,1000,2014,1000004419,001,INV100000000033093,7230636383,YMT4618717,Red Maple Ventures,USD,36812.57,20140920,20141008
4953,001,1000,2007,1000015405,001,INV100000000004970,9133204257,UXJ6820071,Rossi & Figli S.p.A.,CHF,24700.6,20070920,20071005
4954,001,5000,2014,1000013460,001,INV100000000003194,8030038119,TAE8255972,Lumen Power Technologies,EUR,122917.07,20140920,20141009
4955,001,5000,2014,1000002179,002,INV100000000025836,6199128278,TAE8255972,Lumen Power Technologies,EUR,75820.63,20140920,20141020
4956,001,3000,2012,1000010269,001,INV100000000008763,0197155158,CDK1354752,Ivanov & Partners Ltd.,USD,25755.05,20120920,20121012
4957,001,1000,2003,1000001683,002,INV100000000030161,9173636900,KBR7146665,TerraNova Energy Co.,KRW,351509571.81,20030920,20031013
4958,001,2000,2020,1000000683,001,INV100000000003192,1676104450,UXJ6820071,Rossi & Figli S.p.A.,CHF,402634.09,20200920,20201016
4959,001,2000,2020,1000000309,001,INV100000000002360,1825091109,YSD3087280,Ramirez & Hijos Servicios,USD,19122.05,20200920,20201010
4960,001,2000,2020,1000002899,001,INV100000000016297,6293743175,YSD3087280,Ramirez & Hijos Servicios,USD,312075.42,20200920,20201007
4961,001,2000,2020,1000004139,001,INV100000000004603,8871095466,YSD3087280,Ramirez & Hijos Servicios,USD,171491.78,20200920,20200926
4962,001,1000,2015,1000000118,001,INV100000000030427,3270047191,ZTM3306886,Hassan & Sons Pvt. Ltd.,EUR,344117.13,20150920,20151014
4963,001,1000,2015,1000020187,001,INV100000000035735,3360917583,ZTM3306886,Hassan & Sons Pvt. Ltd.,EUR,134675.78,20150920,20151006
4964,001,2000,2008,1000005265,001,INV100000000002431,0906276874,ABL2462450,Kim & Choi Electronics,EUR,68652.83,20080920,20081016
4965,001,1000,2023,1000024998,001,INV100000000003591,7359314546,KBR7146665,TerraNova Energy Co.,KRW,515409377.58,20230920,20231019
4966,001,1000,2023,1000001222,001,INV100000000010534,0892780184,KBR7146665,TerraNova Energy Co.,KRW,594371796.51,20230920,20230930
4967,001,1000,2023,1000000661,002,INV100000000007650,2045899883,KBR7146665,TerraNova Energy Co.,KRW,296721366.75,20230920,20231007
4968,001,1000,2023,1000001065,001,INV100000000020665,8708676212,KBR7146665,TerraNova Energy Co.,KRW,91439260.33,20230920,20231103
4969,001,1000,2023,1000018538,001,INV100000000016679,7020651743,KBR7146665,TerraNova Energy Co.,KRW,226071091.11,20230920,20231004
4970,001,1000,2023,1000007003,001,INV100000000011445,8690623978,KBR7146665,TerraNova Energy Co.,KRW,211700826.6,20230920,20231009
4971,001,2000,2014,1000006723,001,INV100000000002599,1915239692,TLW0369383,Blue Horizon Travel Ltd,JPY,12252767.01,20140920,20140926
4972,001,4000,2009,1000011025,001,INV100000000004847,7215157732,CEI4303673,Bianchi & Figli SRL,EUR,39005.82,20090920,20091009
4973,001,3000,2010,1000004892,001,INV100000000008713,4893694261,JMV1008381,Bertolini & Co. SRL,JPY,16344552.53,20100920,20101017
4974,001,2000,2012,1000012028,001,INV100000000000019,4516478295,AVR1905370,Dupont & Frères SARL,EUR,172066.78,20120920,20121019
4975,001,2000,2000,1000004085,001,INV100000000014938,1819954983,YMT4618717,Red Maple Ventures,USD,163213.91,20000920,20001009
4976,001,2000,2022,1000009922,001,INV100000000019177,1558864207,UXJ6820071,Rossi & Figli S.p.A.,CHF,60077.44,20220920,20220926
4977,001,2000,2022,1000007455,001,INV100000000023352,7507814724,UXJ6820071,Rossi & Figli S.p.A.,CHF,32278.21,20220920,20221001
4978,001,2000,2022,1000026811,001,INV100000000015458,6278862115,UXJ6820071,Rossi & Figli S.p.A.,CHF,104850.85,20220920,20220925
4979,001,2000,2022,1000003305,001,INV100000000016190,9586306193,UXJ6820071,Rossi & Figli S.p.A.,CHF,155062.83,20220920,20220921
4980,001,1000,2009,1000002161,001,INV100000000000989,4788615260,JYB8631854,Dubois & Co. S.A.R.L.,USD,270334.71,20090920,20090921
4981,001,1000,2005,1000004980,001,INV100000000006437,3415936070,XQI8289538,Nexus Financial Services,USD,106229.41,20050920,20051010
4982,001,2000,2017,1000009581,001,INV100000000004624,9354264285,HFX5107881,Pacific Ocean Fisheries,USD,48310.02,20170920,20170929
4983,001,3000,2020,1000001196,001,INV100000000025739,0366857346,MTU0130847,Ivanov & Sons Engineering,USD,147062.8,20200920,20201002
4984,001,3000,2020,1000051516,001,INV100000000026023,3779043499,MTU0130847,Ivanov & Sons Engineering,USD,44070.66,20200920,20201004
4985,001,3000,2020,1000006777,001,INV100000000006898,7959606381,MTU0130847,Ivanov & Sons Engineering,USD,52261.48,20200920,20201017
4986,001,3000,2020,1000007584,002,INV100000000016884,5581087228,MTU0130847,Ivanov & Sons Engineering,USD,217622.45,20200920,20201005
4987,001,3000,2020,1000028481,001,INV100000000000944,6299678396,MTU0130847,Ivanov & Sons Engineering,USD,265447.8,20200920,20200929
4988,001,1000,2013,1000011151,001,INV100000000004031,7584850539,YMT4618717,Red Maple Ventures,USD,222302.11,20130920,20131003
4989,001,1000,2010,1000010467,001,INV100000000005688,1229511643,HFX5107881,Pacific Ocean Fisheries,USD,79850.95,20100920,20100927
4990,001,2000,2008,1000002366,001,INV100000000022913,7770314808,TCO9263651,Zhao & Sons Ltd.,EUR,192961.89,20080920,20081003
4991,001,1000,2015,1000000980,001,INV100000000014041,0862476154,CEI4303673,Bianchi & Figli SRL,EUR,52218.24,20150920,20151003
4992,001,1000,2016,1000010564,003,INV100000000000287,2039688644,JVE9656627,Vista Health Care Services,USD,72343.47,20160920,20161003
4993,001,2000,2016,1000000643,001,INV100000000007166,5123210511,ETW4696582,AeroMax Manufacturing,SEK,656631.23,20160920,20161008
4994,001,6000,2015,1000002588,001,INV100000000022303,9687584751,ZAL0239607,Aurora Digital Labs,USD,172944.1,20150920,20150928
4995,001,2000,2002,1000001629,001,INV100000000001213,4799597933,GXB1113780,Hassan & Co. Ltd.,EUR,66901.89,20020920,20021003
4996,001,3000,2007,1000008115,001,INV100000000010597,7645114463,YSD3087280,Ramirez & Hijos Servicios,USD,161828.4,20070920,20070928
4997,001,1000,2019,1000004499,001,INV100000000024455,5474212008,GPN1729300,Schmidt & Partners AG,KRW,219504353.85,20190920,20190930
4998,001,1000,2010,1000001727,002,INV100000000016594,6007742582,XVO6675883,Schmidt & Co. Handels,USD,161295.06,20100920,20101013
4999,001,1000,2003,1000000184,001,INV100000000013239,2010461099,EVP4571878,Renault & Fils SARL,EUR,144992.29,20030920,20031021
5000,001,1000,2013,1000041068,001,INV100000000001817,0306125152,EXV9923358,Kim & Lee Technologies,USD,244555.16,20130920,20130923
5001,001,2000,2006,1000038240,001,INV100000000001512,7153375058,BEY4435252,Vulcan Heavy Industries,USD,177507.14,20060920,20061008
5002,001,4000,2000,1000024046,001,INV100000000006041,0970843375,YSD3087280,Ramirez & Hijos Servicios,USD,122408.82,20000920,20001003
5003,001,4000,2000,1000001153,001,INV100000000004122,6814946599,YSD3087280,Ramirez & Hijos Servicios,USD,30109.27,20000920,20001008
5004,001,2000,2018,1000004417,001,INV100000000004736,8455404745,TIH6044372,Dubois & Frères SARL,USD,136781.15,20180920,20180930
5005,001,2000,2007,1000027651,001,INV100000000002544,3096020877,XWZ9909813,Crimson Event Management,USD,150437.34,20070920,20071015
5006,001,1000,2022,1000002622,003,INV100000000017190,5707912891,DDD0641353,Zhang & Co. Limited,USD,152802.78,20220920,20221011
5007,001,2000,2018,1000020353,001,INV100000000012838,3502974429,RJT9884296,OpalStone Mining Inc.,EUR,66679.91,20180920,20181013
5008,001,2000,2018,1000010159,001,INV100000000016175,6098787482,RJT9884296,OpalStone Mining Inc.,EUR,49499.25,20180920,20181018
5009,001,2000,2018,1000005570,001,INV100000000008933,7814748663,RJT9884296,OpalStone Mining Inc.,EUR,175049.79,20180920,20181012
5010,001,1000,2000,1000016499,001,INV100000000017214,1489449287,SIZ6820794,Global Solutions Ltd,NZD,709717.28,20000920,20000928
5011,001,1000,2000,1000014314,001,INV100000000005897,1285598152,SIZ6820794,Global Solutions Ltd,NZD,266136.26,20000920,20001013
5012,001,1000,2000,1000018002,001,INV100000000034199,8110976039,SIZ6820794,Global Solutions Ltd,NZD,516337.68,20000920,20001020
5013,001,1000,2000,1000029958,001,INV100000000008908,3384691309,SIZ6820794,Global Solutions Ltd,NZD,196960.82,20000920,20000923
5014,001,2000,2018,1000008963,001,INV100000000006834,4132545340,TCO9263651,Zhao & Sons Ltd.,EUR,87223.21,20180920,20181009
5015,001,2000,2002,1000034227,002,INV100000000001468,1339846105,ZYU5636450,Nakamura & Co. 株式会社,EUR,246622.48,20020920,20021011
5016,001,2000,2002,1000008939,001,INV100000000011130,3329228446,ZYU5636450,Nakamura & Co. 株式会社,EUR,247069.92,20020920,20021016
5017,001,2000,2002,1000003915,001,INV100000000003800,3756951249,ZYU5636450,Nakamura & Co. 株式会社,EUR,93797.47,20020920,20021009
5018,001,2000,2002,1000010435,001,INV100000000010724,3992121186,ZYU5636450,Nakamura & Co. 株式会社,EUR,62007.88,20020920,20020928
5019,001,2000,2002,1000023661,001,INV100000000006933,5803363457,ZYU5636450,Nakamura & Co. 株式会社,EUR,214235.79,20020920,20020924
5020,001,1000,2019,1000012697,001,INV100000000008000,3098882052,IUX2238877,Patel & Co. Pvt. Ltd.,USD,212915.5,20190920,20191006
5021,001,5000,2007,1000015985,001,INV100000000000861,2946131549,JMV1008381,Bertolini & Co. SRL,JPY,29320241.47,20070920,20071004
5022,001,5000,2007,1000004208,001,INV100000000007202,5591741998,JMV1008381,Bertolini & Co. SRL,JPY,17977375.97,20070920,20071005
5023,001,5000,2007,1000018114,001,INV100000000013661,1231713635,JMV1008381,Bertolini & Co. SRL,JPY,12043282.8,20070920,20071011
5024,001,1000,2018,1000017748,001,INV100000000024072,3188174387,GPN1729300,Schmidt & Partners AG,KRW,109899833.98,20180920,20181011
5025,001,1000,2015,1000004574,001,INV100000000033066,8839833274,ABL2462450,Kim & Choi Electronics,EUR,119240.31,20150920,20150929
5026,001,3000,2018,1000000543,001,INV100000000000574,3430071189,TAE8255972,Lumen Power Technologies,EUR,134124.4,20180920,20181028
5027,001,1000,2021,1000000713,001,INV100000000013982,1455300565,ZAL0239607,Aurora Digital Labs,USD,331496.85,20210920,20210924
5028,001,2000,2021,1000002494,001,INV100000000000541,5641284587,KVF4482570,Santos & Filhos Comércio,EUR,39491.04,20210920,20211017
5029,001,2000,2006,1000032904,001,INV100000000000523,1334571384,IUX2238877,Patel & Co. Pvt. Ltd.,USD,56821.86,20060920,20061002
5030,001,1000,2022,1000040271,001,INV100000000000510,6370499082,BEY4435252,Vulcan Heavy Industries,USD,42453.24,20220920,20221004
5031,001,1000,2022,1000000601,001,INV100000000015755,3066169462,BEY4435252,Vulcan Heavy Industries,USD,242789.29,20220920,20221001
5032,001,1000,2022,1000001912,001,INV100000000006648,2534649290,BEY4435252,Vulcan Heavy Industries,USD,63213.33,20220920,20221006
5033,001,1000,2022,1000001414,002,INV100000000004015,5094784621,BEY4435252,Vulcan Heavy Industries,USD,33694.43,20220920,20221001
5034,001,1000,2022,1000010476,001,INV100000000016058,8142457933,BEY4435252,Vulcan Heavy Industries,USD,74570.65,20220920,20221023
5035,001,4000,2018,1000003146,002,INV100000000018072,3009796983,KBR7146665,TerraNova Energy Co.,KRW,661314865.0,20180920,20181019
5036,001,4000,2018,1000006384,001,INV100000000014851,9737829447,KBR7146665,TerraNova Energy Co.,KRW,207309376.48,20180920,20181005
5037,001,4000,2018,1000015430,001,INV100000000041844,4106583907,KBR7146665,TerraNova Energy Co.,KRW,212493838.17,20180920,20181017
5038,001,4000,2018,1000002215,001,INV100000000004690,4786096285,KBR7146665,TerraNova Energy Co.,KRW,282035845.73,20180920,20181023
5039,001,2000,2007,1000008156,001,INV100000000002429,9062024137,EVP4571878,Renault & Fils SARL,EUR,197632.78,20070920,20070928
5040,001,1000,2009,1000012814,001,INV100000000004777,9482525241,AVR1905370,Dupont & Frères SARL,EUR,48529.53,20090920,20091020
5041,001,1000,2008,1000033572,002,INV100000000033339,7486494780,JMV1008381,Bertolini & Co. SRL,JPY,45654761.88,20080920,20081004
5042,001,1000,2005,1000003619,001,INV100000000043502,9354473779,TAE8255972,Lumen Power Technologies,EUR,115250.0,20050920,20051014
5043,001,2000,2020,1000007653,001,INV100000000003958,1535463136,XQI8289538,Nexus Financial Services,USD,102453.21,20200920,20201014
5044,001,2000,2020,1000007600,001,INV100000000010388,4523390160,XQI8289538,Nexus Financial Services,USD,74329.23,20200920,20201017
5045,001,2000,2020,1000014584,001,INV100000000035576,1172596362,XQI8289538,Nexus Financial Services,USD,200780.36,20200920,20201007
5046,001,2000,2020,1000011790,001,INV100000000000249,4820591067,XQI8289538,Nexus Financial Services,USD,204411.19,20200920,20201019
5047,001,2000,2020,1000019655,001,INV100000000015212,4506796052,XQI8289538,Nexus Financial Services,USD,407018.79,20200920,20201008
5048,001,2000,2020,1000004935,001,INV100000000008143,9101277378,XQI8289538,Nexus Financial Services,USD,192137.6,20200920,20201008
5049,001,1000,2022,1000001226,001,INV100000000010600,0753165294,YSD3087280,Ramirez & Hijos Servicios,USD,552454.31,20220920,20221008
5050,001,2000,2001,1000008178,001,INV100000000003477,0468543592,MLW7256855,Santos & Filho Lda.,AUD,160694.23,20010920,20011011
5051,001,3000,2018,1000002460,001,INV100000000003257,7741936228,CZR7214715,Patel & Sons Pvt. Ltd.,USD,33112.4,20180920,20181027
5052,001,3000,2018,1000020252,001,INV100000000011476,0887038540,CZR7214715,Patel & Sons Pvt. Ltd.,USD,115409.72,20180920,20181010
5053,001,3000,2018,1000019197,001,INV100000000003250,2517175569,CZR7214715,Patel & Sons Pvt. Ltd.,USD,74912.97,20180920,20180929
5054,001,3000,2018,1000004916,001,INV100000000004011,1549809993,CZR7214715,Patel & Sons Pvt. Ltd.,USD,48569.4,20180920,20181009
5055,001,4000,2002,1000007393,001,INV100000000045930,6536757628,CZR7214715,Patel & Sons Pvt. Ltd.,USD,103491.29,20020920,20021007
5056,001,3000,2011,1000000170,001,INV100000000005268,3422151379,MTU0130847,Ivanov & Sons Engineering,USD,72258.29,20110920,20111017
5057,001,2000,2024,1000006385,001,INV100000000003725,4069158751,SVK9876542,Oliveira & Filhos Comércio,USD,284443.61,20240920,20240930
5058,001,1000,2002,1000012115,001,INV100000000008213,6755586806,MTU0130847,Ivanov & Sons Engineering,USD,45583.18,20020920,20021010
5059,001,2000,2024,1000032810,001,INV100000000031502,0633801268,MLW7256855,Santos & Filho Lda.,AUD,64327.23,20240920,20241011
5060,001,2000,2024,1000003331,001,INV100000000001508,1061207053,MLW7256855,Santos & Filho Lda.,AUD,423673.34,20240920,20241006
5061,001,2000,2024,1000022384,001,INV100000000004194,1992360960,MLW7256855,Santos & Filho Lda.,AUD,249100.16,20240920,20241012
5062,001,2000,2024,1000024024,001,INV100000000042185,9820731035,MTU0130847,Ivanov & Sons Engineering,USD,175047.45,20240920,20241002
5063,001,1000,2018,1000001651,001,INV100000000012134,2143254143,ABL2462450,Kim & Choi Electronics,EUR,281585.07,20180920,20181013
5064,001,1000,2024,1000017650,001,INV100000000001255,0135089048,XVO6675883,Schmidt & Co. Handels,USD,176986.54,20240920,20241014
5065,001,1000,2015,1000001361,001,INV100000000000736,6894466748,YGQ8237982,Eagle Financial Group,USD,231337.03,20150920,20150928
5066,001,6000,2021,1000021180,001,INV100000000009456,0206219487,QNK4898931,Bertolini & Figli S.p.A.,JPY,15557489.51,20210920,20211016
5067,001,6000,2021,1000004153,001,INV100000000009091,9505576073,QNK4898931,Bertolini & Figli S.p.A.,JPY,939747.9,20210920,20211019
5068,001,2000,2018,1000013715,001,INV100000000001429,9487715098,JJM5054555,Shoreline Property Group,USD,39543.76,20180920,20181008
5069,001,2000,2018,1000009619,001,INV100000000011101,4627722363,JJM5054555,Shoreline Property Group,USD,50049.24,20180920,20180928
5070,001,1000,2001,1000008025,001,INV100000000003078,7211558526,KVF4482570,Santos & Filhos Comércio,EUR,113445.49,20010920,20010930
5071,001,4000,2004,1000006671,003,INV100000000021973,8995016078,TLW0369383,Blue Horizon Travel Ltd,JPY,20346925.67,20040920,20041018
5072,001,2000,2011,1000011967,001,INV100000000011991,7750266280,UKG9830524,Tanaka & Co. 株式会社,USD,127790.04,20110920,20111022
5073,001,1000,2005,1000010309,001,INV100000000008328,5817934034,UKG9830524,Tanaka & Co. 株式会社,USD,149124.32,20050920,20050929
5074,001,1000,2005,1000008182,001,INV100000000004441,2088777191,UKG9830524,Tanaka & Co. 株式会社,USD,203195.11,20050920,20051007
5075,001,1000,2005,1000005942,001,INV100000000011985,9063149170,UKG9830524,Tanaka & Co. 株式会社,USD,219860.35,20050920,20051012
5076,001,1000,2015,1000053397,001,INV100000000020156,7383561828,EXV9923358,Kim & Lee Technologies,USD,46576.32,20150920,20151002
5077,001,3000,2016,1000018311,001,INV100000000000111,2663459891,UXJ6820071,Rossi & Figli S.p.A.,CHF,51507.61,20160920,20161007
5078,001,3000,2016,1000018673,001,INV100000000000991,5926795432,UXJ6820071,Rossi & Figli S.p.A.,CHF,74131.48,20160920,20160930
5079,001,3000,2016,1000020879,001,INV100000000006177,7193758977,UXJ6820071,Rossi & Figli S.p.A.,CHF,168921.28,20160920,20160929
5080,001,3000,2016,1000010028,001,INV100000000001837,9036532464,UXJ6820071,Rossi & Figli S.p.A.,CHF,108240.39,20160920,20161010
5081,001,3000,2001,1000008112,002,INV100000000001017,0950392940,CZR7214715,Patel & Sons Pvt. Ltd.,USD,59710.44,20010920,20011009
5082,001,1000,2013,1000026608,001,INV100000000027823,2829585304,MLW7256855,Santos & Filho Lda.,AUD,657772.99,20130920,20130923
5083,001,1000,2006,1000023586,001,INV100000000010035,3782102397,UNU1323836,Ferrari & Figli SRL,USD,79409.78,20060920,20061020
5084,001,2000,2016,1000004972,001,INV100000000001384,6890790463,SVK9876542,Oliveira & Filhos Comércio,USD,205249.29,20160920,20160930
5085,001,1000,2016,1000002447,001,INV100000000008174,5033906151,JYB8631854,Dubois & Co. S.A.R.L.,USD,211997.72,20160920,20160930
5086,001,1000,2016,1000004713,001,INV100000000006215,5951500082,JYB8631854,Dubois & Co. S.A.R.L.,USD,72043.22,20160920,20161014
5087,001,1000,2016,1000048480,001,INV100000000018601,7049964672,JYB8631854,Dubois & Co. S.A.R.L.,USD,499692.98,20160920,20160929
5088,001,1000,2016,1000000445,001,INV100000000027819,5667437759,JYB8631854,Dubois & Co. S.A.R.L.,USD,188920.34,20160920,20161024
5089,001,1000,2016,1000003645,001,INV100000000008225,6901678542,JYB8631854,Dubois & Co. S.A.R.L.,USD,117568.45,20160920,20160924
5090,001,1000,2016,1000005183,001,INV100000000008287,9297320882,JYB8631854,Dubois & Co. S.A.R.L.,USD,317006.19,20160920,20161017
5091,001,1000,2016,1000001896,001,INV100000000011545,1945680008,JYB8631854,Dubois & Co. S.A.R.L.,USD,255572.74,20160920,20161009
5092,001,1000,2009,1000014917,001,INV100000000009341,0468731557,ZAL0239607,Aurora Digital Labs,USD,54739.27,20090920,20091030
5093,001,1000,2004,1000009700,002,INV100000000003592,3401392977,YSD3087280,Ramirez & Hijos Servicios,USD,156991.81,20040920,20041104
5094,001,2000,2002,1000007040,001,INV100000000000791,1349200375,QYY2957205,Park & Lee Solutions,EUR,209350.82,20020920,20021012
5095,001,1000,2004,1000002376,001,INV100000000021062,4927403961,ETW4696582,AeroMax Manufacturing,SEK,1584100.16,20040920,20041006
5096,001,3000,2005,1000012765,001,INV100000000013210,0161996630,TLW0369383,Blue Horizon Travel Ltd,JPY,36007567.47,20050920,20051007
5097,001,1000,2008,1000005690,001,INV100000000006594,7987458831,PNH6985521,Smith & Co. Consulting,USD,98722.64,20080920,20081001
5098,001,1000,2018,1000014000,001,INV100000000016786,3007389812,XVO6675883,Schmidt & Co. Handels,USD,127330.36,20180920,20181016
5099,001,4000,2018,1000017295,001,INV100000000007453,0254949253,JMV1008381,Bertolini & Co. SRL,JPY,19679377.44,20180920,20181008
5100,001,2000,2001,1000007291,001,INV100000000035912,4953334297,ETW4696582,AeroMax Manufacturing,SEK,720429.34,20010920,20011013
5101,001,5000,2000,1000016118,001,INV100000000022550,3440584424,EIJ1498063,Rossi & Figli Costruzioni,USD,239140.97,20000920,20001006
5102,001,1000,2016,1000000138,001,INV100000000003822,5608538315,YSD3087280,Ramirez & Hijos Servicios,USD,553235.63,20160920,20160927
5103,001,1000,2014,1000003605,001,INV100000000022340,6685655654,XVO6675883,Schmidt & Co. Handels,USD,248814.43,20140920,20141006
5104,001,2000,2016,1000004442,002,INV100000000009815,0277045933,BEY4435252,Vulcan Heavy Industries,USD,297497.36,20160920,20160922
5105,001,1000,2022,1000009374,001,INV100000000013616,3824389648,TAE8255972,Lumen Power Technologies,EUR,63977.27,20220920,20220923
5106,001,5000,2002,1000032617,001,INV100000000003704,5818124901,NVA0018948,Liu & Chao Engineering,NOK,1232115.46,20020920,20021017
5107,001,1000,2017,1000001852,001,INV100000000002378,3974930580,EVP4571878,Renault & Fils SARL,EUR,440871.52,20170920,20171031
5108,001,2000,2001,1000021204,001,INV100000000002296,0374485249,KST5094255,Infinity Edge Technologies,EUR,128402.43,20010920,20011002
5109,001,1000,2005,1000006652,001,INV100000000007850,2118530249,RJT9884296,OpalStone Mining Inc.,EUR,281575.66,20050920,20050923
5110,001,1000,2017,1000015340,001,INV100000000006282,0744976187,UNU1323836,Ferrari & Figli SRL,USD,137186.2,20170920,20171010
5111,001,1000,2013,1000007714,001,INV100000000006322,5744747045,CZR7214715,Patel & Sons Pvt. Ltd.,USD,231850.73,20130920,20130920
