payment_id,Business Partner,Account Number,Memo Line,Amount,Currency,Posting Date
765,Dubois Holdings,ZW40JRET84047594188077,440236244007507016941958585853140451 663677546845 100000000004336  NUM orlzr,390040.97000000003,USD,20071022
766,Bertolini & Figli S.p.A.,JP94HCND63476630811658,RECEIPT  INV100000000002126,24463978.17,JPY,20211004
767,Hassan & Sons Pvt. Ltd.,ES86IMBQ18885210812518,7859738259 1013445 ,144148.72999999998,EUR,20241025
768,NFS ADVISORS,PA62DRIL34514339426048,receipt number 800654141385697804108844586052  REFERENCE 3caisk,669202.71,USD,20130926
769,Nakamura & Co. 株式会社,IE80QKMH17158377169473,+ 0759759505+ 1897627228+ 0155261482 ,379956.97,EUR,20201009
770,DF Holdings,ZW27IZUX97571132337325,receipt number V100000000009691 35875758967,144495.44,USD,20121020
771,Z&S Enterprises,EU73WLSA12736180675587,payment  INV100000000004663 REFERENCE risd46c6,544.63,EUR,20120929
772,Z&S Enterprises,EU73WLSA12736180675587,payment  INV100000000004663 REFERENCE fz0do7vsgocy1vr,63576.18,EUR,20121010
773,Zhao & Sons Ltd.,EU21QINT89660374269417,payment 67707 36432 NV100000000005244 REFERENCE nb37shrwd5oyz,29804.82,EUR,20201028
774,Bertolini & Figli S.p.A.,JP94HCND63476630811658,RECEIPT  100000000038080,13109322.6,JPY,20121016
775,Galaxy IT Services,JP19TNWK68759581163124,payment INV10000000003175 8064658753 wmpssrnun0,13610589.83,JPY,20051025
776,Rossi Family Ventures,CH85XPHK60079323701744,+ 0555604017 + 0700408271 ,71436.29,CHF,20230925
777,Schmidt & Co. Handels,ZW59RLKV09075233491043,receipt number  INV100000000029133,85.98,USD,20161001
778,Schmidt & Co. Handels,ZW59RLKV09075233491043,receipt number 8048080795 ,141846.85,USD,20161003
779,Schmidt & Co. Handels,ZW59RLKV09075233491043,receipt number  INV100000000029133,134093.89999999997,USD,20160928
780,Rossi & Figli S.p.A.,CH63NCZR79469934122522,+ 2641121786 + 4338178394 ,253723.57,CHF,20241003
781,SC CONSULTING GROUP,US68TYWD93527713228340,RECEIPT  REF 0: 70307530 13 REF 1: 25560819811,347649.84,USD,20120924
782,SP Consulting,KR28BVOX73302140824849,receipt number  00055 82332,126854816.66,KRW,20111008
783,Dubois Holdings,ZW82NCXS83738228662460,638446294 100000004349 INV100000000005810 NUM rizwyoq,276466.22,USD,20081019
784,Zhang & Co. Limited,US49NYRG26232164607062,receipt number  4885192635,134936.27,USD,20170927
785,Liu & Chao Engineering,NO67KUKR75990558614961,RECEIPT 303965 4114 INV100000000001042,1509212.67,NOK,20211021
786,Patel & Co. Pvt. Ltd.,ZW71WJDX88155642569867,RECEIPT  100000000007881 INV100000000027401 NUM b4q66qd,198543.19,USD,20200926
787,Aurora Digital Labs,US30QLXI48317160457318,0146774056 INV100000000036427,126328.76,USD,20040921
788,Aurora Digital Labs,US30QLXI48317160457318, INV100000000036427,101875.67,USD,20041005
789,H&Co. Enterprises,ES21DMQH18438233280127,ORDER OF INV1000000000169763 4845744069,44579.08,EUR,20160928
790,Infinity Edge Technologies,ES77ZRIA44436136274569,PAY INV100000000008623 ,76461.05,EUR,20001009
791,Patel & Co. Pvt. Ltd.,ZW06KXCB47601027387594,RECEIPT  100010463 INV10000000010609 NUM krkrx,50311.4,USD,20201003
792,Hassan & Sons Pvt. Ltd.,ES48TVHT13416747271116, 100000013304 INV100000000007361,285058.42,EUR,20110925
793,TerraNova Energy Co.,KR17XYXA58116372865191,PAY  291679939,72517287.89999999,KRW,20241021
794,GXS TECH,JP51JASX13559320863471,payment INV1000000070020659  e5w,5300624.4799999995,JPY,20230927
795,IS Engineering Group,EC86PWTQ21090281441629,PAY INV100000000017279  n4zkowbhzy3,59524.32,USD,20051006
796,Zhang & Co. Limited,US49NYRG26232164607062,receipt number INV100000000005281 ,259485.16,USD,20201007
797,Rossi & Figli Costruzioni,SV70GHSS29129553495711,ORDER OF  INV100000000041214,219203.96,USD,20060929
798,PL Innovations,IT69XBSD04498910535216,ORDER OF 1106049 684 INV10000 0000007016,58963.35,EUR,20091020
799,PL Innovations,IT69XBSD04498910535216,ORDER OF 110049684 INV1000005000007016,11616.849999999995,EUR,20091008
800,AMX INDUSTRIES,SE68LCKC51835489607558,receipt number 146 6180701 INV100000000005169,2304359.3200000003,SEK,20231007
801,NFS ADVISORS,PA62DRIL34514339426048,receipt number  INV100000000014741 REFERENCE p7gxfz57vsm25mc,139101.33,USD,20191027
802,Santos Trading Co.,DE12ZGPZ32978096835652,RECEIPT INV100000000000 925 10603985261,165453.68,EUR,20041009
803,VISTA CARE NETWORK,SV33LFZT25489849531543,payment INV1000 00000002397 671162215,256512.16,USD,20091015
804,IP Consulting,SV72COVR08960277816802,ORDER OF 16900362882985720905644400 25 ,268901.94,USD,20201005
805,Patel & Sons Pvt. Ltd.,SV13DKNB19215918221296,RECEIPT INV1600000000007214 1737480563,144868.95,USD,20121023
806,Patel & Sons Pvt. Ltd.,SV13DKNB19215918221296,RECEIPT NIV100000000007214 134780563,109378.12999999999,USD,20120926
807,GXS TECH,JP51JASX13559320863471,payment INV100000000004339 94653354 51 fygsmw8e4,32453931.58,JPY,20071012
808,VHI MANUFACTURING,EC46SLCU14727463738896,7526983 678 1000010512 INV100000000003937,226563.86,USD,20091010
809,Renault & Fils SARL,EU39QKFV96686500836193,RECEIPT  INV100000000011372,154857.12,EUR,20061007
810,ACS HOSPITALITY,EC65DGAR74950078797614,RECEIPT  6546375702 | 3274941008 | 3617169070,225952.54,USD,20200929
811,VHI MANUFACTURING,EC96HOBH95227782115933, 1995 INV10000000001389,100564.73,USD,20100927
812,PL Innovations,IT69XBSD04498910535216,ORDER OF - 83305303222 - 090661377 - 54316619203 - 623988825 - 8441331905 ,794106.3899999999,EUR,20230929
813,Pacific Ocean Fisheries,PA07YBHQ30636811836252,#RECEIPT: INV1000000000070252 19005 1935320579,115716.56,USD,20080927
814,OF Trading,ZW61NWKH00776954994515,receipt number 641307260 IN1V100000000011363 REF isl,66622.33,USD,20181015
815,OF Trading,ZW61NWKH00776954994515,receipt number 1614307260 INV1090000000011363 REF tst2,53657.799999999996,USD,20181004
816,Nakamura Corp.,IE96HMFG05609084516214,2983508636 INV100000000011122,61228.33,EUR,20161004
817,OpalStone Mining Inc.,ES61SPTI39154749449893,receipt number INV100000000009871 100000019370 ,116239.56000000001,EUR,20110924
818,F&F Ventures,SV41OAYF71955705708972,ORDER OF 4713699291 ,48035.95,USD,20041014
819,Santos & Filhos Comércio,DE12ZGPZ32978096835652,RECEIPT  6502406787,468191.54,EUR,20061008
820,H&Co. Enterprises,ES95HFKV50917403914231,ORDER OF INV1000 00000000437 809226920,4979.2699999999995,EUR,20201010
821,H&Co. Enterprises,ES95HFKV50917403914231,ORDER OF INV1000080000000437 80952269620,18853.049999999996,EUR,20201014
822,RFC_88990,SV38XHWS88142304184916,ORDER OF 2834181753 INV00000000001711,50736.51,USD,20091023
823,RFC_88990,SV38XHWS88142304184916,ORDER OF 238418173 INV10000000000171,205353.43,USD,20091004
824,Ramirez & Hijos Consultoría,EC52ABOT61230474486347,receipt number INV00000000005601 8517853197,76304.37,USD,20130930
825,Schmidt & Co. Handels,ZW79SEKH68447399226873,receipt number 5320436790 INV100000000002920,145729.31,USD,20241026
826,Schmidt & Co. Handels,ZW12LHLP01902321935235,receipt number 4940558071 2192118044 ,336652.30000000005,USD,20190924
827,KC Tech Solutions,FR34MOSZ64121793211974,ORDER OF 1477442199 INV100000000007768 jg98qhi7ajnk,125730.01000000001,EUR,20041001
828,IP Consulting,SV72COVR08960277816802,ORDER OF  INV100000000009486,123646.01,USD,20190929
829,Eagle Financial Group,US55FZFE21568608001876, INV100000000309684,226829.14,USD,20151013
830,Bertolini & Co. SRL,JP35QALD51885621071608,INV1000 00000007372 581 2932961,40724769.33,JPY,20071004
831,Nakamura & Co. 株式会社,IE96HMFG05609084516214,+ 2261122631+ 1206575764+ 2180436344+ 2374809646+ 4004184009+ 1259191215 ,1118904.12,EUR,20221002
832,Pacific Ocean Fisheries,PA07YBHQ30636811836252,"#RECEIPT:  100000000001924 + 4317989098, + 0960158448, + 6199485793, + 5435356398, + 8333562896, + 4700310447, + 4671478683",1057573.81,USD,20181007
833,Kim & Choi Electronics,FR64WMIF35021218661871,ORDER OF 7814293534  ls8za3,64895.020000000004,EUR,20221010
834,OpalStone Mining Inc.,ES61SPTI39154749449893,receipt number INV100000000002318 100000000188 9940824128,65341.6,EUR,20170929
835,Global Solutions Ltd,NZ81PSLN50784663347230,RECEIPT  6143786610,187984.3,NZD,20021005
836,Dubois & Frères SARL,ZW20RVIJ51606321116878,receipt number INV100000000014397 902985417,70652.07,USD,20171012
837,Hassan & Sons Pvt. Ltd.,ES92SDAP43749596766651,137921083 121770 INV100000000014653,57402.62,EUR,20041014
838,Hassan & Sons Pvt. Ltd.,ES92SDAP43749596766651,13557921083 11748 ,65111.61000000001,EUR,20040925
839,Bertolini & Co. SRL,JP44ZTBP35618730201826, NO 0: 7644063159NO 1: 4357602614NO 2: 4716723921NO 3: 2468238810,90111494.00999999,JPY,20171005
840,P&C Enterprises,ZW71WJDX88155642569867,RECEIPT 525733240 101337 NV100000000003000 NUM xug2mq1581by6,26362.99,USD,20111013
841,Eagle Financial Group,US42DMOC19326985519090,7961418307 ,55062.4,USD,20241017
842,KC Tech Solutions,FR64WMIF35021218661871,ORDER OF 45 61465258 NV100000000002330 b8mpgqpeldtc,98298.12,EUR,20010924
843,Dubois & Co. S.A.R.L.,ZW27HQBA00980290656589,45211754617 106413 INV10000000007600 NUM nu5hhqyk7gy79b7,84190.89,USD,20070928
844,Dubois & Co. S.A.R.L.,ZW27HQBA00980290656589,42 11754617 100000005896 INV1000000000807600 NUM iux,220910.84999999998,USD,20071005
845,OF Trading,ZW95DMTM45636270440856,receipt number 079925183 INV100000000000305 REF vr96k9w,175067.16,USD,20111004
846,BC Ventures,JP35QALD51885621071608,INV10000000006628 4729021150,29849515.2,JPY,20121006
847,Crimson Event Management,SV20BJHO20887918360762,receipt number  + 11907728497 & + 190754267 & + 382331119 & + 3829170352 & + 2598439183 & + 675829869 4 REF ogda,867759.27,USD,20191007
848,Patel & Co. Pvt. Ltd.,ZW76GAMT92974160785191,RECEIPT 819335 2962 19218  NUM jra,160409.97,USD,20121005
849,AMX INDUSTRIES,SE24QMID07942349086678,receipt number - 244393436- 107844786- 357839547- 955100 1477- 142845587- 12305 83634 ,10794910.739999998,SEK,20091025
850,SC Trading,ZW59RLKV09075233491043,receipt number 398802765 INV1000000000035133,19618.68,USD,20011014
851,SC Trading,ZW59RLKV09075233491043,receipt number 3988072605 INV100000000003533,75048.05,USD,20011019
852,Tanaka Corp.,ZW28TTSS20204212538805,#RECEIPT:  INV1000000 00003476,123580.27,USD,20001019
853,Liu & Chao Engineering,NO67KUKR75990558614961,RECEIPT 4033247420 INV10000000008531,3708913.53,NOK,20051013
854,Bianchi & Figli SRL,IE68ILGN99832823108385,RECEIPT - 8790563642- 6120848943 ,228159.5,EUR,20181026
855,Schmidt & Partners AG,KR68QQJI37882869633333,receipt number  3209819533,99470145.14,KRW,20031006
856,IET SOLUTIONS,ES20WSWB76296960053374,PAY INV10000000000002 59133494290,128973.88,EUR,20161026
857,Aurora Digital Labs,US30QLXI48317160457318,38855715785 V100000000038035,115221.64,USD,20030927
858,Bianchi & Figli SRL,IE68ILGN99832823108385,RECEIPT  INV100000000003034,31349.76,EUR,20130928
859,BF Holdings,JP15WOZT52521178890486,RECEIPT + 1908650994 & + 0606308381 & + 5945994070 & + 4519142992 & + 4424872272 ,84168624.41999999,JPY,20011001
860,Liu & Chao Engineering,NO83KQHA30401614802459,RECEIPT 738529 4436 ,2617470.63,NOK,20091007
861,NFS ADVISORS,PA09PJVM46986363192179,receipt number 6229162738  REFERENCE sdtjtg45e2,136043.89,USD,20171003
862,LPT ENERGY,IE81NFGS32338919992498,035016703 7 INV10000000 0003280,83671.27,EUR,20101026
863,KL Technologies,US78QMZQ98005519667632,INV1000000000012928 10000041967 8744712959,294976.52,USD,20040927
864,KL Technologies,US78QMZQ98005519667632,INV10000000001292 100003929 874712995,116754.45,USD,20041021
865,CEM PLANNERS,SV12OVQE34825959716219,receipt number INV1000 00000012611 8598972378 REF l1gk80ov3,81220.45,USD,20061016
866,Infinity Edge Technologies,ES77ZRIA44436136274569,"PAY  REF 0: 1059356280, REF 1: 4485420752, REF 2: 4424615025",436791.83,EUR,20011003
867,Shoreline Property Group,PA04ULMP25623811229020, INV100000000007485 REFERENCE wqv5a3chdzci80c,27010.32,USD,20141004
868,Ramirez & Hijos Servicios,EC65YPUM67161449131979,receipt number 0925533193  phqfshnp9l7,360533.61,USD,20061012
869,Patel & Co. Pvt. Ltd.,ZW41ZNUS76964877114424,RECEIPT NO 0: 9851332374 & NO 1: 4226526394 & NO 2: 9860983478 & NO 3: 9393776574 & NO 4: 6749305840 & NO 5: 0185069102 1998  NUM o5r1m5hnr4,1352080.17,USD,20011006
870,Infinity Edge Technologies,ES20WSWB76296960053374,PAY INV100000000008094 ,190093.61,EUR,20201009
871,Dupont & Frères SARL,IE84PFGD56213172748980,ORDER OF  1000000001708 2759547492,77531.12,EUR,20061010
872,LC Engineering,NO39TVLQ14226411504242,RECEIPT 174069813 INV10000000007844,1254461.6600000001,NOK,20171004
873,LC Engineering,NO39TVLQ14226411504242,RECEIPT 6174096813 INV100000000007844,1128609.74,NOK,20171010
874,Kim & Choi Electronics,FR90VMJD61142441117749,ORDER OF 790108146 INV100000000005196 ryt,223252.24000000002,EUR,20171025
875,TerraNova Energy Co.,KR69MWND72849777139761,PAY  09008 53294,157370909.87,KRW,20031017
876,Bertolini & Figli S.p.A.,JP04BQPW06234142267270,RECEIPT  INV100000000015139,18949680.39,JPY,20151021
877,CEM PLANNERS,SV12OVQE34825959716219,receipt number INV00000000009054  REF s21wriu86psfz,38421.97,USD,20160928
878,Schmidt & Co. Handels,ZW08FFUE02005774855613,receipt number  INV100000000000454,122817.87999999999,USD,20140927
879,LC Engineering,NO83KQHA30401614802459,RECEIPT 7866991421 ,241432.32,NOK,20081011
880,LC Engineering,NO83KQHA30401614802459,RECEIPT  INV100000000003437,132600.77,NOK,20081010
881,LPT ENERGY,IE76UVIN07069670747371,529365140 7 INV100000000015932,76219.67000000001,EUR,20181021
882,LPT ENERGY,IE76UVIN07069670747371,5293651047 INV100000000051392,84492.87000000002,EUR,20181013
883,POF SEAFOOD,PA07YBHQ30636811836252,#RECEIPT: INV1000090000002797 1014144 05470775758,103355.91,USD,20101020
884,EAGLE PAYMENTS,US55FZFE21568608001876,211255934 INV1000000010014153,88867.23,USD,20201003
885,EAGLE PAYMENTS,US55FZFE21568608001876,6211255943 INV1000000000134153,81396.87999999999,USD,20201002
886,DF Solutions,IE84PFGD56213172748980,ORDER OF  101143 ref 0: 0378462023 ref 1: 167462730 1 ref 2: 318461488,596279.24,EUR,20230926
887,H&S Enterprises,ES92SDAP43749596766651,no 0: 1643712934no 1: 2301 950675 10000000022457 ,129238.42000000001,EUR,20171001
888,IP Consulting,SV19KKUN36138602803468,ORDER OF 899163794 INV100000000002217,122505.76999999999,USD,20130926
889,H&S Enterprises,ES92SDAP43749596766651, 1000000034034 INV100000000015569,116576.05,EUR,20010926
890,H&S Enterprises,ES92SDAP43749596766651,8031266600 1000000005224 ,93897.80999999998,EUR,20011005
891,Red Maple Ventures,US49XYJM88732373778550,payment  INV10000000 0010723,310853.49,USD,20151017
892,Nakamura & Co. 株式会社,IE96HMFG05609084516214,+ 5337776554+ 8442755458+ 0277800062+ 1131598946+ 6987874040 ,999384.39,EUR,20171002
893,LPT ENERGY,IE81NFGS32338919992498,01248744142 ,282948.2,EUR,20151007
894,Blue Horizon Travel Ltd,JP26PWMP40022856455126, 1751194697,21063784.69,JPY,20181014
895,RH Services,EC82DAEC93383522385495,receipt number 03086622262 NV100000000012327 eoamii9ri,156749.09,USD,20111003
896,Eagle Financial Group,US55FZFE21568608001876,455392819 INV1000000000249693,235420.91999999998,USD,20211019
897,Eagle Financial Group,US55FZFE21568608001876,24 55392819 IN V100000000024693,50630.249999999985,USD,20211001
898,Hassan & Sons Pvt. Ltd.,ES92SDAP43749596766651,no 0: 4091451639no 1: 3478663208no 2: 2874254487 100000050531 ,325785.14,EUR,20180929
899,P&S Enterprises,SV68OPWQ27382006880234,RECEIPT INV10000000000456 138035674,120061.44,USD,20230928
900,SC CONSULTING GROUP,US39LQPR74145958066550,RECEIPT I NV100000000006368 284026245,179568.14,USD,20121022
901,Santos Trading Co.,DE12ZGPZ32978096835652,RECEIPT  810542515,135877.53,EUR,20021004
902,Zhang & Co. Limited,US49NYRG26232164607062,receipt number  9914950666,25610.32,USD,20011004
903,Patel & Co. Pvt. Ltd.,ZW71WJDX88155642569867,RECEIPT 7256163405 10000012487  NUM btxx16,106456.0,USD,20051014
904,Infinity Edge Technologies,ES20WSWB76296960053374,PAY  7000983792,101357.03,EUR,20071019
905,Ferrari & Figli SRL,SV41OAYF71955705708972,ORDER OF 3713900149 ,201323.97,USD,20231014
906,Global Solutions Ltd,NZ81PSLN50784663347230,RECEIPT INV100000000000993 ,144157.38,NZD,20031014
907,Schmidt & Co. Handels,ZW54MOPU10434025301392,receipt number  INV1000002000001451,78422.88,USD,20051001
908,Schmidt & Co. Handels,ZW54MOPU10434025301392,receipt number 4326495017 INV10000000000151,128438.84999999999,USD,20051030
909,Schmidt & Co. Handels,ZW54MOPU10434025301392,receipt number  INV1000000040001451,123286.12999999999,USD,20051010
910,SPG REALTY,PA04ULMP25623811229020,012977457  REFERENCE gql2,103609.76,USD,20061006
911,Rossi & Figli Costruzioni,SV90WQSG52720239567679,ORDER OF  INV100000000001067,494402.91,USD,20060929
912,OF Trading,ZW82TTLX51391866569957,receipt number 681433 1222 INV10000 0000000076 REF bzu0pms8a,98283.35,USD,20130923
913,OF Trading,ZW82TTLX51391866569957,receipt number 6814331 INV10 0000000000076 REF 037dtumyz3q,23021.800000000003,USD,20131017
914,Patel & Co. Pvt. Ltd.,ZW71WJDX88155642569867,RECEIPT  10000008743 INV100000000014343 NUM q2cypg2ka,117726.91,USD,20070928
915,Ramirez & Hijos Servicios,EC71POCP43339649040193,receipt number  INV100000000003017 0ph,349850.7,USD,20130930
916,Apollo Catering Services,EC65DGAR74950078797614,RECEIPT  3247692961,5532.63,USD,20161001
917,Apollo Catering Services,EC65DGAR74950078797614,RECEIPT INV100000000004695 ,20542.55,USD,20160930
918,TerraNova Energy Co.,KR17XYXA58116372865191,PAY INV1000000000304481 25 94032753,93222384.5,KRW,20131006
919,BF Holdings,JP04BQPW06234142267270,RECEIPT 186556936 NV100000000006275,45538966.4,JPY,20011002
920,Tanaka & Co. 株式会社,ZW93RJDG67969379417643,#RECEIPT: no 0: 5988850499 no 1: 6155524559 ,580006.53,USD,20211007
921,Schmidt & Co. Handels,ZW12LHLP01902321935235,receipt number 1373280636 INV10000000002758,105712.7,USD,20091002
922,Schmidt & Co. Handels,ZW12LHLP01902321935235,receipt number 137328063 INV1000000000 27258,176101.89999999997,USD,20090925
923,TNE RESOURCES,KR10ETEG29651040778365,PAY  - 48086184591 - 6128878043,757709559.59,KRW,20211003
924,EAGLE PAYMENTS,US05NXRY62740992332664,- 912994 7587- 428771363- 0966532- 4545803134- 93428934636 ,1176363.5599999998,USD,20030927
925,VHI MANUFACTURING,EC96HOBH95227782115933,81588061562 10000008534 INV1000000000001018,365256.36,USD,20061006
926,Nakamura Corp.,IE96HMFG05609084516214,079453535 INV100000000006035,68262.96,EUR,20011014
927,Dubois & Co. S.A.R.L.,ZW36YWNE17469290674294, 1998 INV1000000800001439 NUM hlnxn8lrhthlaiq,487152.55,USD,20211012
928,ZC_Ltd_11212,US49NYRG26232164607062,receipt number INV1000000008004288 0998 092342,17871.17,USD,20111013
929,ZC_Ltd_11212,US49NYRG26232164607062,receipt number INV00000000004288 09 98092342,25481.240000000005,USD,20111015
930,Eagle Financial Group,US55CGKQ34343849487945,3125429147 ,249838.31,USD,20221021
931,Eagle Financial Group,US55CGKQ34343849487945,3125429147 ,49153.979999999974,USD,20220930
932,Nexus Financial Services,PA68LDWF41360649112653,receipt number  INV100000000000916 REFERENCE z6pmi6,53747.09,USD,20040927
933,Nexus Financial Services,PA68LDWF41360649112653,receipt number  INV100000000000916 REFERENCE twm2wffvmjzpgn,270684.02,USD,20041006
934,CEM PLANNERS,SV84DXDX31456639442288,receipt number NV100000000002751 0266705673 REF 20cvrbdbicfd,467237.62,USD,20021007
935,Zhao & Sons Ltd.,EU73WLSA12736180675587,payment  INV100000000010193 REFERENCE k1med34qj,73959.23,EUR,20181009
936,Schmidt & Partners AG,KR19XONN22004093612755,receipt number  0082378894,55312188.99,KRW,20111007
937,Nakamura Corp.,IE96HMFG05609084516214,+ 598632617+ 240340 8638+ 42086542896 ,550041.07,EUR,20161008
938,CEM PLANNERS,SV12OVQE34825959716219,receipt number  + 4555214673 & + 7220022917 & + 5633675023 & + 8639870945 & + 6932351706 REF d0c,999637.48,USD,20120930
939,TerraNova Energy Co.,KR17XYXA58116372865191,PAY INV10000000002 9719 ,430825388.25,KRW,20160930
940,H&Co. Enterprises,ES07OXCB65709636961461,ORDER OF  2158472283,23816.46,EUR,20160928
941,H&Co. Enterprises,ES07OXCB65709636961461,ORDER OF  2158472283,26599.93,EUR,20161009
942,Park & Lee Solutions,IT92MAHH46391973807795,ORDER OF 0915312001 ,104241.52,EUR,20021021
943,Bertolini & Figli S.p.A.,JP72YPCW98002965020416,RECEIPT 220149725 INV1000000070003757,36582702.4,JPY,20081023
944,Zhao & Sons Ltd.,EU22PQXY60907366812685,payment no 0: 4195172454no 1: 3807513789no 2: 1099608904no 3: 8131438174no 4: 8448208715no 5: 5938888898  REFERENCE t9pg0b217vx,569977.11,EUR,20111007
945,ADL TECH,US53XGYW08718806659176,58591014312 INV1000000000076789,4174.78,USD,20061001
946,ADL TECH,US53XGYW08718806659176,859101431 INV10000000000768,3577.2700000000004,USD,20061003
947,Pacific Ocean Fisheries,PA70JIXZ70733964113197,#RECEIPT: INV100000000008927 10002374 6828013682,5907.62,USD,20180927
948,Pacific Ocean Fisheries,PA70JIXZ70733964113197,#RECEIPT:  1000000002402 6828013682,24057.88,USD,20180926
949,EAGLE PAYMENTS,US55FZFE21568608001876,9493523989 ,345306.20999999996,USD,20150930
950,Oliveira & Filhos Comércio,ZW61NWKH00776954994515,receipt number  INV100000000005804 REF qn7rz4eozkk2,77795.7,USD,20201010
951,BF Ventures,IE22JEDG96856894531918,RECEIPT 1564825382 ,53806.59,EUR,20101006
952,Bianchi & Figli SRL,IE68ILGN99832823108385,RECEIPT  INV1000000090028948,94983.16,EUR,20151007
953,POF SEAFOOD,PA70JIXZ70733964113197,"#RECEIPT:  100001770 + 646907390, + 26692172894, + 601730085, + 254100136",421296.22,USD,20220924
954,Ferrari & Figli SRL,SV41OAYF71955705708972,ORDER OF 72208283769 ,162369.42,USD,20111005
955,BC Ventures,JP35QALD51885621071608,INV10000000001586 421521516,21673512.76,JPY,20151002
956,H&S Enterprises,ES92SDAP43749596766651,2126255960 10000001608 ,178567.24,EUR,20001005
957,Ramirez Consulting,EC45BJUL50595414411480,receipt number  REF 0: 404403747 & REF 1: 740739 4040,246334.7,USD,20171024
958,DF Holdings,ZW77JSAD86352332836377,receipt number INV100000000017402 ,102667.94,USD,20131016
959,Dupont & Frères SARL,IE20WNTH67529833395352,ORDER OF INV10000000000189 1001128 ,93923.81,EUR,20211011
960,Red Maple Ventures,US77ISES92996107819674,payment  INV100000000023500,144270.84,USD,20011012
961,BC Ventures,JP10BDVR92723039543589,INV1 00000000016265 81905859,7767904.81,JPY,20031007
962,BC Ventures,JP10BDVR92723039543589,INV1000000 00016265 81905859,673622.6399999997,JPY,20031007
963,Galaxy IT Services,JP55URXX19922438559959,payment INV100000000011680  5nxj9xa,20765309.08,JPY,20101029
964,Ramirez & Hijos Consultoría,EC34AOXE61715855332680,receipt number INV100000000003774 ,38593.09,USD,20181016
965,Ramirez & Hijos Consultoría,EC34AOXE61715855332680,receipt number INV100000000003774 ,33660.25,USD,20181017
966,Santos & Filho Lda.,AU14FSGP75413836101729,PAY INV100000000027336 ,26531.37,AUD,20061023
967,Santos & Filho Lda.,AU14FSGP75413836101729,PAY INV100000000027336 ,117187.51,AUD,20061014
968,Santos & Filho Lda.,AU14FSGP75413836101729,PAY  9261294593,10018.859999999986,AUD,20061006
969,IET SOLUTIONS,ES20WSWB76296960053374,"PAY  REF 0: 187504742, REF 1: 326724572",212534.81,EUR,20231026
970,Nakamura & Co. 株式会社,IE96HMFG05609084516214, INV1100000000017836,153081.79,EUR,20230929
971,AMX INDUSTRIES,SE24QMID07942349086678,receipt number 4678766865 INV1040000000079320,390659.54,SEK,20000930
972,AMX INDUSTRIES,SE24QMID07942349086678,receipt number 678766685 INV1000 00000079320,1319173.39,SEK,20001003
973,Infinity Edge Technologies,ES20WSWB76296960053374,PAY  617333 8583,174949.71000000002,EUR,20120925
974,RF Solutions,EU80SHBU99676216281717,"RECEIPT REF 0: 5568396372, REF 1: 6346772560, REF 2: 04159397422, REF 3: 599947463, REF 4: 394577471 ",617410.82,EUR,20020924
975,Dupont & Frères SARL,IE84PFGD56213172748980,ORDER OF INV100000000007695 10000000003392 ,173036.66,EUR,20231004
976,Ramirez & Hijos Consultoría,EC45BJUL50595414411480,receipt number INV1000000000001663 5659080517,136381.81,USD,20231102
977,LC Engineering,NO83KQHA30401614802459,RECEIPT 69163498302 INV1200000000018560,758831.28,NOK,20131007
978,LC Engineering,NO83KQHA30401614802459,RECEIPT 163498302 INV1000000000185360,1634066.24,NOK,20130921
979,Vulcan Heavy Industries,EC10DCQZ15864277097996, 103556 7INV100000000035159,28791.71,USD,20211006
980,Vulcan Heavy Industries,EC10DCQZ15864277097996, 199 NV100000000035159,202059.26,USD,20210930
981,Zhang & Co. Limited,US15SVBG74166913229289,receipt number INV100000000090328 ,114521.87,USD,20170922
982,Blue Horizon Travel Ltd,JP26PWMP40022856455126, REF 0: 2661151465 & REF 1: 2242173850 & REF 2: 0637968937,113628202.74,JPY,20191007
983,KL Technologies,US53GHZR45112000591922,INV10000000000 3772 1998 ,120218.51999999999,USD,20101021
984,OF Trading,ZW97JTDO82348480752347,receipt number REF 0: 3127788493REF 1: 9141814724REF 2: 3425817562REF 3: 1492580388  REF 3pw34gd7br,782385.64,USD,20221005
985,AMX INDUSTRIES,SE68LCKC51835489607558,receipt number 739717180 ,2186524.97,SEK,20001004
986,Shoreline Property Group,PA04ULMP25623811229020, INV100000000010053 REFERENCE ais0m0y0f,79958.83,USD,20011008
987,NFS ADVISORS,PA62DRIL34514339426048,receipt number 95805563183 INV100000000019656 REFERENCE b85m,84622.94,USD,20080928
988,NFS ADVISORS,PA62DRIL34514339426048,receipt number 0556383 INV1000000000195366 REFERENCE n0ypuwu59vg,34664.81,USD,20081014
989,NFS ADVISORS,PA62DRIL34514339426048,receipt number 980556383 INV1100000000019566 REFERENCE 1g172j8m1,27171.209999999992,USD,20081015
990,GXS TECH,JP19TNWK68759581163124,payment NV100000000016431 6382205003 4emtay40dr,9307607.57,JPY,20090930
991,Ivanov & Sons Engineering,EC07QGSB23709829413003,PAY  21221 85238 vsevnyeimfw53,369470.45,USD,20221002
992,Ramirez & Hijos Servicios,EC71POCP43339649040193,receipt number  INV10000000019112 1ssuet,187757.92,USD,20091014
993,Shoreline Property Group,PA29YGYX91620708881306,"- 0041757635, - 1105931371, - 9241485312  REFERENCE 8tf6pbtl",571464.96,USD,20110928
994,Smith & Co. Consulting,US19VSBR67014868444450,RECEIPT INV100000000001876 ,54276.87,USD,20001015
