invoice_id,MANDT,BURKS,GJAHR,BELNR,BZUEI,ZUONR,VBELN,KUNNR,NAME1,WAERS,WRBTR,BLDAT,ZFBDT
2384,001,2000,2012,1000013934,001,INV100000000026931,4128221500,BEY4435252,Vulcan Heavy Industries,USD,164130.73,20120920,20121001
2385,001,3000,2001,1000000379,001,INV100000000002612,6663192899,PNH6985521,Smith & Co. Consulting,USD,130017.58,20010920,20010921
2386,001,3000,2007,1000009365,001,INV100000000008055,3974408360,GXB1113780,Hassan & Co. Ltd.,EUR,83572.91,20070920,20071023
2387,001,3000,2007,1000005312,001,INV100000000007089,0358095241,GXB1113780,Hassan & Co. Ltd.,EUR,22984.88,20070920,20071011
2388,001,3000,2007,1000016646,001,INV100000000004791,4094199578,GXB1113780,Hassan & Co. Ltd.,EUR,241484.76,20070920,20071009
2389,001,3000,2007,1000005460,001,INV100000000002273,2549973362,GXB1113780,Hassan & Co. Ltd.,EUR,106215.88,20070920,20071024
2390,001,3000,2024,1000001765,001,INV100000000035242,9995432499,SVK9876542,Oliveira & Filhos Comércio,USD,194544.89,20240920,20241023
2391,001,1000,2019,1000037601,001,INV100000000022815,1504069850,UKG9830524,Tanaka & Co. 株式会社,USD,132932.81,20190920,20191009
2392,001,1000,2011,1000000492,001,INV100000000002668,9873119393,BEY4435252,Vulcan Heavy Industries,USD,244570.13,20110920,20111009
2393,001,1000,2009,1000018413,001,INV100000000019005,1741812259,CEI4303673,Bianchi & Figli SRL,EUR,75602.58,20090920,20091001
2394,001,1000,2009,1000004445,001,INV100000000002584,3309758856,CEI4303673,Bianchi & Figli SRL,EUR,96812.19,20090920,20091019
2395,001,1000,2009,1000019382,001,INV100000000046647,4363281484,CEI4303673,Bianchi & Figli SRL,EUR,84028.07,20090920,20091012
2396,001,1000,2006,1000007160,001,INV100000000002323,9323315562,NVA0018948,Liu & Chao Engineering,NOK,4180933.59,20060920,20060925
2397,001,1000,2006,1000005820,001,INV100000000033965,2817647704,NVA0018948,Liu & Chao Engineering,NOK,576319.15,20060920,20061016
2398,001,1000,2006,1000006609,001,INV100000000023346,2392530366,NVA0018948,Liu & Chao Engineering,NOK,3031723.78,20060920,20061002
2399,001,1000,2006,1000029652,001,INV100000000010935,1328101578,NVA0018948,Liu & Chao Engineering,NOK,1685601.78,20060920,20061003
2400,001,1000,2022,1000001715,001,INV100000000003143,9339060440,XVO6675883,Schmidt & Co. Handels,USD,137055.9,20220920,20221013
2401,001,1000,2022,1000010892,001,INV100000000004344,1048809194,XVO6675883,Schmidt & Co. Handels,USD,119031.79,20220920,20221103
2402,001,1000,2022,1000015873,001,INV100000000008886,0852812142,XVO6675883,Schmidt & Co. Handels,USD,135969.47,20220920,20221002
2403,001,1000,2022,1000001023,001,INV100000000009245,8405371526,XVO6675883,Schmidt & Co. Handels,USD,38391.9,20220920,20221027
2404,001,1000,2022,1000040549,001,INV100000000006687,5576810848,XVO6675883,Schmidt & Co. Handels,USD,288140.43,20220920,20221107
2405,001,2000,2013,1000022879,001,INV100000000004552,5729413225,QYY2957205,Park & Lee Solutions,EUR,12472.15,20130920,20131013
2406,001,2000,2020,1000000329,001,INV100000000005776,1041044724,MTU0130847,Ivanov & Sons Engineering,USD,117967.49,20200920,20201013
2407,001,1000,2011,1000005115,001,INV100000000010894,5693573630,XQI8289538,Nexus Financial Services,USD,26651.5,20110920,20111022
2408,001,1000,2011,1000023059,001,INV100000000001981,4930594739,XQI8289538,Nexus Financial Services,USD,169730.35,20110920,20111015
2409,001,1000,2011,1000007130,001,INV100000000000752,4093469479,XQI8289538,Nexus Financial Services,USD,347113.66,20110920,20111028
2410,001,1000,2023,1000039234,001,INV100000000007936,6155024173,KBR7146665,TerraNova Energy Co.,KRW,494841800.03,20230920,20230925
2411,001,1000,2023,1000000268,001,INV100000000024387,0923834271,KBR7146665,TerraNova Energy Co.,KRW,168755412.26,20230920,20231014
2412,001,2000,2020,1000006142,001,INV100000000004346,1137453511,GPN1729300,Schmidt & Partners AG,KRW,153371175.07,20200920,20201027
2413,001,2000,2005,1000044130,001,INV100000000011195,7932682726,UKG9830524,Tanaka & Co. 株式会社,USD,116940.31,20050920,20050929
2414,001,3000,2002,1000004130,001,INV100000000001089,8924374938,QNK4898931,Bertolini & Figli S.p.A.,JPY,31293800.58,20020920,20021007
2415,001,2000,2003,1000023356,001,INV100000000003160,2227169567,ZYU5636450,Nakamura & Co. 株式会社,EUR,220423.14,20030920,20030921
2416,001,3000,2015,1000008936,001,INV100000000000338,1252227506,CEI4303673,Bianchi & Figli SRL,EUR,71519.61,20150920,20150930
2417,001,1000,2003,1000006139,001,INV100000000005862,5062973446,YSV1911248,Galaxy IT Services,JPY,31368345.88,20030920,20031012
2418,001,3000,2002,1000004644,001,INV100000000004518,0209613415,CDK1354752,Ivanov & Partners Ltd.,USD,120306.3,20020920,20020929
2419,001,2000,2009,1000039112,001,INV100000000009345,9701177880,IUX2238877,Patel & Co. Pvt. Ltd.,USD,339738.1,20090920,20090922
2420,001,1000,2006,1000008175,001,INV100000000001953,1346801194,EIJ1498063,Rossi & Figli Costruzioni,USD,457655.21,20060920,20060930
2421,001,5000,2007,1000000146,002,INV100000000000162,8729896537,BEY4435252,Vulcan Heavy Industries,USD,93944.46,20070920,20071004
2422,001,3000,2003,1000006495,001,INV100000000012830,3535803901,BEY4435252,Vulcan Heavy Industries,USD,52378.08,20030920,20031007
2423,001,1000,2003,1000001740,001,INV100000000030448,6474075568,YGQ8237982,Eagle Financial Group,USD,94889.43,20030920,20030922
2424,001,1000,2013,1000011194,001,INV100000000009318,3711179155,SVK9876542,Oliveira & Filhos Comércio,USD,67804.55,20130920,20130928
2425,001,1000,2002,1000002849,001,INV100000000023576,9152416871,QNK4898931,Bertolini & Figli S.p.A.,JPY,7701605.41,20020920,20021004
2426,001,4000,2019,1000001843,003,INV100000000000732,5020336228,DDD0641353,Zhang & Co. Limited,USD,67794.05,20190920,20191003
2427,001,1000,2022,1000010168,001,INV100000000000137,6865744559,EEN7276041,Apollo Catering Services,USD,85914.05,20220920,20221012
2428,001,1000,2011,1000000156,001,INV100000000003168,1967849394,XVO6675883,Schmidt & Co. Handels,USD,213033.65,20110920,20111019
2429,001,1000,2024,1000005994,001,INV100000000015838,3774923811,UXJ6820071,Rossi & Figli S.p.A.,CHF,234672.1,20240920,20240928
2430,001,2000,2013,1000001771,001,INV100000000003058,0361347742,QNK4898931,Bertolini & Figli S.p.A.,JPY,13668172.81,20130920,20130930
2431,001,2000,2018,1000000133,001,INV100000000013597,9429117672,MLW7256855,Santos & Filho Lda.,AUD,114159.54,20180920,20180930
2432,001,1000,2016,1000008027,002,INV100000000009126,7805816607,IUX2238877,Patel & Co. Pvt. Ltd.,USD,39833.04,20160920,20161003
2433,001,1000,2016,1000015491,001,INV100000000012621,1309430629,IUX2238877,Patel & Co. Pvt. Ltd.,USD,16695.15,20160920,20161005
2434,001,1000,2016,1000008195,001,INV100000000014758,1088674195,IUX2238877,Patel & Co. Pvt. Ltd.,USD,65626.23,20160920,20161008
2435,001,1000,2000,1000002802,001,INV100000000016102,9927301051,RJT9884296,OpalStone Mining Inc.,EUR,145825.65,20000920,20001017
2436,001,3000,2011,1000003398,001,INV100000000023192,2174082434,TLW0369383,Blue Horizon Travel Ltd,JPY,27980197.44,20110920,20111019
2437,001,1000,2007,1000001702,001,INV100000000022328,9690732262,YGQ8237982,Eagle Financial Group,USD,165662.6,20070920,20071004
2438,001,2000,2005,1000011222,001,INV100000000006702,5865912486,PNH6985521,Smith & Co. Consulting,USD,185423.5,20050920,20051003
2439,001,1000,2009,1000005898,001,INV100000000027174,0065102083,ETW4696582,AeroMax Manufacturing,SEK,1914318.33,20090920,20091021
2440,001,1000,2009,1000021358,001,INV100000000001494,2041287810,ETW4696582,AeroMax Manufacturing,SEK,3049770.15,20090920,20091014
2441,001,1000,2009,1000010917,001,INV100000000009433,9544044274,ETW4696582,AeroMax Manufacturing,SEK,1465225.91,20090920,20091005
2442,001,1000,2009,1000024147,001,INV100000000031059,3169945129,ETW4696582,AeroMax Manufacturing,SEK,1037437.85,20090920,20091005
2443,001,2000,2014,1000003291,003,INV100000000009394,2099541662,MLW7256855,Santos & Filho Lda.,AUD,215387.5,20140920,20141014
2444,001,2000,2023,1000021375,001,INV100000000003382,3903559360,ZYU5636450,Nakamura & Co. 株式会社,EUR,155782.45,20230920,20230926
2445,001,1000,2022,1000019480,001,INV100000000010164,8652269780,PNH6985521,Smith & Co. Consulting,USD,176817.2,20220920,20221015
2446,001,2000,2016,1000003660,001,INV100000000023307,5196223586,EXV9923358,Kim & Lee Technologies,USD,146003.16,20160920,20160928
2447,001,2000,2015,1000012535,001,INV100000000009766,8283516939,XWZ9909813,Crimson Event Management,USD,63142.82,20150920,20150928
2448,001,1000,2017,1000014255,002,INV100000000002042,4821964900,IUX2238877,Patel & Co. Pvt. Ltd.,USD,220451.08,20170920,20171002
2449,001,1000,2017,1000026337,001,INV100000000001112,6083339177,IUX2238877,Patel & Co. Pvt. Ltd.,USD,80147.63,20170920,20171028
2450,001,1000,2017,1000003386,002,INV100000000013725,8299119519,IUX2238877,Patel & Co. Pvt. Ltd.,USD,252142.44,20170920,20170926
2451,001,1000,2017,1000011605,001,INV100000000007092,9433312527,IUX2238877,Patel & Co. Pvt. Ltd.,USD,423420.76,20170920,20171005
2452,001,1000,2023,1000002301,001,INV100000000042942,1377089954,ETW4696582,AeroMax Manufacturing,SEK,2350811.43,20230920,20231023
2453,001,2000,2024,1000033479,002,INV100000000003293,8670210049,TAE8255972,Lumen Power Technologies,EUR,226199.0,20240920,20241014
2454,001,1000,2009,1000007538,002,INV100000000011937,4789437370,EEN7276041,Apollo Catering Services,USD,71040.84,20090920,20091016
2455,001,1000,2005,1000000572,001,INV100000000004503,6982996057,UNU1323836,Ferrari & Figli SRL,USD,61966.63,20050920,20051031
2456,001,2000,2020,1000009927,002,INV100000000028881,7597778269,TIH6044372,Dubois & Frères SARL,USD,50094.28,20200920,20200925
2457,001,2000,2020,1000001137,001,INV100000000008489,4753017928,TIH6044372,Dubois & Frères SARL,USD,94197.52,20200920,20201014
2458,001,2000,2020,1000003485,001,INV100000000003691,8173482935,TIH6044372,Dubois & Frères SARL,USD,120780.97,20200920,20201001
2459,001,2000,2020,1000006516,001,INV100000000001817,4324433132,TIH6044372,Dubois & Frères SARL,USD,141965.31,20200920,20201001
2460,001,2000,2020,1000000419,002,INV100000000016953,6249552674,TIH6044372,Dubois & Frères SARL,USD,526139.49,20200920,20201005
2461,001,2000,2020,1000007346,001,INV100000000011082,3514598707,TIH6044372,Dubois & Frères SARL,USD,192708.63,20200920,20201006
2462,001,2000,2020,1000019855,001,INV100000000054325,9647134109,TIH6044372,Dubois & Frères SARL,USD,117654.85,20200920,20200927
2463,001,4000,2020,1000002030,002,INV100000000000542,9991476415,AVR1905370,Dupont & Frères SARL,EUR,27695.64,20200920,20201018
2464,001,1000,2023,1000017772,001,INV100000000005837,4337838989,SVK9876542,Oliveira & Filhos Comércio,USD,251614.2,20230920,20230920
2465,001,1000,2015,1000006850,001,INV100000000011705,9769603633,HFX5107881,Pacific Ocean Fisheries,USD,268401.27,20150920,20151021
2466,001,1000,2015,1000004080,001,INV100000000009781,0055901744,HFX5107881,Pacific Ocean Fisheries,USD,55696.33,20150920,20150929
2467,001,1000,2015,1000006046,001,INV100000000028914,2858664907,HFX5107881,Pacific Ocean Fisheries,USD,224319.63,20150920,20150925
2468,001,1000,2015,1000014459,001,INV100000000000090,6491443005,HFX5107881,Pacific Ocean Fisheries,USD,37372.94,20150920,20150928
2469,001,1000,2015,1000004156,001,INV100000000011473,3466030790,HFX5107881,Pacific Ocean Fisheries,USD,102323.98,20150920,20151018
2470,001,2000,2019,1000007813,001,INV100000000009074,6807982663,XQI8289538,Nexus Financial Services,USD,211225.63,20190920,20191022
2471,001,1000,2000,1000053165,001,INV100000000002933,2783017659,SVK9876542,Oliveira & Filhos Comércio,USD,179227.93,20000920,20000929
2472,001,1000,2016,1000004452,001,INV100000000024615,4223266927,CEI4303673,Bianchi & Figli SRL,EUR,62275.65,20160920,20160927
2473,001,2000,2017,1000000403,001,INV100000000001906,9320458485,KST5094255,Infinity Edge Technologies,EUR,366128.04,20170920,20171007
2474,001,1000,2009,1000012582,001,INV100000000004327,9285641380,TLW0369383,Blue Horizon Travel Ltd,JPY,46342527.64,20090920,20091016
2475,001,3000,2018,1000001501,001,INV100000000002408,4773834260,UXJ6820071,Rossi & Figli S.p.A.,CHF,286628.62,20180920,20181008
2476,001,1000,2017,1000023286,001,INV100000000003152,1841657912,UXJ6820071,Rossi & Figli S.p.A.,CHF,77664.95,20170920,20170924
2477,001,3000,2006,1000003303,001,INV100000000012516,7059031706,ZAL0239607,Aurora Digital Labs,USD,81311.44,20060920,20061004
2478,001,1000,2009,1000001320,001,INV100000000001897,5635536541,QYY2957205,Park & Lee Solutions,EUR,210159.98,20090920,20091022
2479,001,4000,2001,1000016026,001,INV100000000008029,8949040863,XVO6675883,Schmidt & Co. Handels,USD,287917.71,20010920,20010925
2480,001,1000,2021,1000028059,001,INV100000000006624,0506339503,MUT0417299,Ramirez & Hijos Consultoría,USD,77960.99,20210920,20210926
2481,001,1000,2002,1000016423,001,INV100000000024255,8078291926,JYB8631854,Dubois & Co. S.A.R.L.,USD,310191.95,20020920,20021014
2482,001,1000,2002,1000000409,001,INV100000000005472,2174162236,JYB8631854,Dubois & Co. S.A.R.L.,USD,233906.21,20020920,20021017
2483,001,3000,2023,1000002426,001,INV100000000002940,7706145885,UKG9830524,Tanaka & Co. 株式会社,USD,39372.83,20230920,20231017
2484,001,2000,2024,1000024513,001,INV100000000064331,7654596444,SIZ6820794,Global Solutions Ltd,NZD,482211.79,20240920,20241004
2485,001,2000,2006,1000013332,001,INV100000000001026,5552373993,KVF4482570,Santos & Filhos Comércio,EUR,252018.0,20060920,20060924
2486,001,2000,2010,1000001574,002,INV100000000013262,4475276537,JJM5054555,Shoreline Property Group,USD,73932.31,20100920,20101003
2487,001,3000,2015,1000013108,001,INV100000000008218,4500347621,UKG9830524,Tanaka & Co. 株式会社,USD,266470.21,20150920,20151006
2488,001,2000,2010,1000001546,001,INV100000000022938,2450369450,ETW4696582,AeroMax Manufacturing,SEK,951989.04,20100920,20100928
2489,001,1000,2019,1000004071,001,INV100000000001060,2936683377,GXB1113780,Hassan & Co. Ltd.,EUR,155672.3,20190920,20190927
2490,001,1000,2024,1000004434,001,INV100000000022132,0897831114,YSV1911248,Galaxy IT Services,JPY,43183809.13,20240920,20240928
2491,001,1000,2012,1000001278,001,INV100000000004482,3293355698,YMT4618717,Red Maple Ventures,USD,169790.63,20120920,20121004
2492,001,1000,2012,1000002966,002,INV100000000003907,5071319864,YMT4618717,Red Maple Ventures,USD,119934.3,20120920,20120929
2493,001,1000,2012,1000008958,001,INV100000000014095,6362056809,YMT4618717,Red Maple Ventures,USD,185786.04,20120920,20121007
2494,001,1000,2012,1000017840,001,INV100000000014556,4739484013,YMT4618717,Red Maple Ventures,USD,104844.63,20120920,20121025
2495,001,1000,2012,1000001213,001,INV100000000000946,7810351931,YMT4618717,Red Maple Ventures,USD,117207.18,20120920,20121014
2496,001,1000,2012,1000024132,001,INV100000000008809,7292166747,YMT4618717,Red Maple Ventures,USD,202812.34,20120920,20121013
2497,001,2000,2015,1000003451,001,INV100000000016316,6779497577,RJT9884296,OpalStone Mining Inc.,EUR,175386.05,20150920,20151012
2498,001,3000,2012,1000017641,002,INV100000000006093,2607837354,PNH6985521,Smith & Co. Consulting,USD,310177.7,20120920,20121004
2499,001,1000,2020,1000002102,001,INV100000000016687,0095587273,ETW4696582,AeroMax Manufacturing,SEK,159452.61,20200920,20201010
2500,001,1000,2008,1000003801,001,INV100000000004429,7951655515,KVF4482570,Santos & Filhos Comércio,EUR,35570.17,20080920,20080921
2501,001,4000,2005,1000003222,001,INV100000000002489,9988900475,QYY2957205,Park & Lee Solutions,EUR,150122.27,20050920,20051031
2502,001,1000,2010,1000000899,001,INV100000000010182,7127579103,TAE8255972,Lumen Power Technologies,EUR,250699.57,20100920,20101012
2503,001,1000,2016,1000008346,002,INV100000000006700,1156135232,GPN1729300,Schmidt & Partners AG,KRW,141590107.41,20160920,20161007
2504,001,2000,2018,1000012437,001,INV100000000010296,0096080349,KVF4482570,Santos & Filhos Comércio,EUR,174782.41,20180920,20181011
2505,001,1000,2021,1000000310,001,INV100000000007254,9446261146,PNH6985521,Smith & Co. Consulting,USD,173865.77,20210920,20211006
2506,001,1000,2021,1000039050,001,INV100000000005494,5697725311,PNH6985521,Smith & Co. Consulting,USD,191100.33,20210920,20210926
2507,001,1000,2021,1000013350,002,INV100000000004561,5668152561,PNH6985521,Smith & Co. Consulting,USD,87675.1,20210920,20211015
2508,001,1000,2021,1000017841,001,INV100000000000207,2124088643,PNH6985521,Smith & Co. Consulting,USD,453943.71,20210920,20211028
2509,001,1000,2021,1000001030,001,INV100000000000390,0969216135,PNH6985521,Smith & Co. Consulting,USD,208994.48,20210920,20211017
2510,001,1000,2021,1000012836,001,INV100000000005540,2465170281,PNH6985521,Smith & Co. Consulting,USD,25723.01,20210920,20211015
2511,001,4000,2022,1000002071,001,INV100000000003324,8466368098,MUT0417299,Ramirez & Hijos Consultoría,USD,35549.12,20220920,20221011
2512,001,3000,2013,1000005923,001,INV100000000005747,4996074885,EVP4571878,Renault & Fils SARL,EUR,169582.22,20130920,20131021
2513,001,1000,2011,1000011673,001,INV100000000022144,1706691521,MUT0417299,Ramirez & Hijos Consultoría,USD,195683.01,20110920,20110930
2514,001,1000,2011,1000012001,001,INV100000000020295,8327522406,MUT0417299,Ramirez & Hijos Consultoría,USD,100605.73,20110920,20110930
2515,001,1000,2011,1000002662,001,INV100000000001182,9495939369,MUT0417299,Ramirez & Hijos Consultoría,USD,115254.11,20110920,20110925
2516,001,1000,2009,1000001755,001,INV100000000002405,1826694491,BEY4435252,Vulcan Heavy Industries,USD,276607.46,20090920,20090928
2517,001,2000,2007,1000013464,001,INV100000000008627,3057733170,JJM5054555,Shoreline Property Group,USD,110502.77,20070920,20071026
2518,001,2000,2007,1000014141,001,INV100000000001166,8180147558,JJM5054555,Shoreline Property Group,USD,315527.88,20070920,20071012
2519,001,2000,2019,1000012086,001,INV100000000000835,6759947997,ABL2462450,Kim & Choi Electronics,EUR,271304.62,20190920,20191016
2520,001,2000,2019,1000017513,001,INV100000000003274,1397975084,ABL2462450,Kim & Choi Electronics,EUR,20635.91,20190920,20191008
2521,001,2000,2019,1000002898,001,INV100000000019918,3841165462,ABL2462450,Kim & Choi Electronics,EUR,74704.09,20190920,20191001
2522,001,2000,2021,1000000039,001,INV100000000042840,6403142899,SIZ6820794,Global Solutions Ltd,NZD,202368.61,20210920,20211009
2523,001,1000,2010,1000029331,002,INV100000000009150,4213124199,BEY4435252,Vulcan Heavy Industries,USD,354493.33,20100920,20101018
2524,001,1000,2005,1000008036,001,INV100000000001616,9649309854,ZYU5636450,Nakamura & Co. 株式会社,EUR,164085.31,20050920,20051017
2525,001,1000,2003,1000013071,001,INV100000000000277,1295058753,TAE8255972,Lumen Power Technologies,EUR,107291.65,20030920,20031107
2526,001,1000,2008,1000000624,001,INV100000000004411,5866941296,KVF4482570,Santos & Filhos Comércio,EUR,289937.3,20080920,20081002
2527,001,1000,2013,1000003311,001,INV100000000008533,6668831359,AVR1905370,Dupont & Frères SARL,EUR,125866.0,20130920,20130928
2528,001,2000,2013,1000010613,002,INV100000000015309,3921825867,YSD3087280,Ramirez & Hijos Servicios,USD,86007.89,20130920,20130924
2529,001,1000,2010,1000035005,001,INV100000000016939,6833241134,UXJ6820071,Rossi & Figli S.p.A.,CHF,71561.79,20100920,20101002
2530,001,3000,2021,1000001389,001,INV100000000016261,5712264739,CZR7214715,Patel & Sons Pvt. Ltd.,USD,117354.9,20210920,20211002
2531,001,1000,2007,1000024284,001,INV100000000043162,0947288484,EIJ1498063,Rossi & Figli Costruzioni,USD,101902.35,20070920,20071013
2532,001,2000,2015,1000004854,001,INV100000000005178,1275367991,DDD0641353,Zhang & Co. Limited,USD,149810.03,20150920,20151001
2533,001,2000,2015,1000009060,001,INV100000000002104,2787190438,DDD0641353,Zhang & Co. Limited,USD,149568.46,20150920,20151005
2534,001,2000,2004,1000027663,001,INV100000000002959,0893445678,MUT0417299,Ramirez & Hijos Consultoría,USD,390655.38,20040920,20040927
2535,001,3000,2017,1000004275,001,INV100000000012925,9906193491,YGQ8237982,Eagle Financial Group,USD,285682.48,20170920,20170925
2536,001,2000,2021,1000000940,001,INV100000000001485,5878717707,XWZ9909813,Crimson Event Management,USD,58123.4,20210920,20211006
2537,001,1000,2003,1000006459,001,INV100000000032881,9811029737,EIJ1498063,Rossi & Figli Costruzioni,USD,264028.93,20030920,20030926
2538,001,1000,2004,1000017039,001,INV100000000005518,7750314460,IUX2238877,Patel & Co. Pvt. Ltd.,USD,202403.98,20040920,20040926
2539,001,1000,2018,1000018257,002,INV100000000002169,7475789432,NVA0018948,Liu & Chao Engineering,NOK,1862319.57,20180920,20181001
2540,001,2000,2005,1000044969,001,INV100000000025565,2457878722,EVP4571878,Renault & Fils SARL,EUR,378260.23,20050920,20051009
2541,001,1000,2014,1000002659,001,INV100000000004593,1908450340,ETW4696582,AeroMax Manufacturing,SEK,862665.58,20140920,20141001
2542,001,1000,2017,1000016008,001,INV100000000038055,0297943067,KST5094255,Infinity Edge Technologies,EUR,82100.02,20170920,20171021
2543,001,3000,2022,1000001115,001,INV100000000000918,5567874204,UXJ6820071,Rossi & Figli S.p.A.,CHF,108508.7,20220920,20221005
2544,001,3000,2015,1000022084,001,INV100000000009574,5151932679,AVR1905370,Dupont & Frères SARL,EUR,200460.27,20150920,20151004
2545,001,2000,2022,1000002029,001,INV100000000000272,7408714341,UNU1323836,Ferrari & Figli SRL,USD,227274.03,20220920,20220922
2546,001,2000,2019,1000006245,001,INV100000000010873,3131646637,AVR1905370,Dupont & Frères SARL,EUR,412412.55,20190920,20191012
2547,001,2000,2024,1000004465,001,INV100000000014663,9151537429,MTU0130847,Ivanov & Sons Engineering,USD,400271.44,20240920,20241001
2548,001,2000,2024,1000003124,001,INV100000000001448,7976134411,MTU0130847,Ivanov & Sons Engineering,USD,129852.36,20240920,20240925
2549,001,2000,2024,1000016570,001,INV100000000009124,8429986101,MTU0130847,Ivanov & Sons Engineering,USD,304440.96,20240920,20240927
2550,001,2000,2024,1000018651,001,INV100000000010233,9260409458,MTU0130847,Ivanov & Sons Engineering,USD,412497.09,20240920,20241012
2551,001,2000,2010,1000009588,002,INV100000000003012,0959890120,XWZ9909813,Crimson Event Management,USD,114825.51,20100920,20101005
2552,001,6000,2020,1000005192,001,INV100000000007374,2425762262,ZTM3306886,Hassan & Sons Pvt. Ltd.,EUR,344119.83,20200920,20200925
2553,001,6000,2020,1000012671,001,INV100000000010107,6406564916,ZTM3306886,Hassan & Sons Pvt. Ltd.,EUR,229915.33,20200920,20200924
2554,001,6000,2020,1000025956,001,INV100000000008212,0139629604,ZTM3306886,Hassan & Sons Pvt. Ltd.,EUR,213374.0,20200920,20201008
2555,001,1000,2002,1000021486,001,INV100000000006533,7429752193,TAE8255972,Lumen Power Technologies,EUR,173522.4,20020920,20020928
2556,001,1000,2002,1000008094,001,INV100000000001709,4696242403,TAE8255972,Lumen Power Technologies,EUR,102185.43,20020920,20021004
2557,001,1000,2002,1000005340,001,INV100000000016441,8123241908,TAE8255972,Lumen Power Technologies,EUR,31567.04,20020920,20021015
2558,001,1000,2018,1000003600,001,INV100000000026552,4711960695,JMV1008381,Bertolini & Co. SRL,JPY,9421029.0,20180920,20181001
2559,001,1000,2021,1000008278,001,INV100000000019305,8799672366,EEN7276041,Apollo Catering Services,USD,344238.85,20210920,20211015
2560,001,2000,2005,1000001211,001,INV100000000025222,2734716338,GPN1729300,Schmidt & Partners AG,KRW,291869946.72,20050920,20051014
2561,001,1000,2004,1000005185,001,INV100000000025550,2785920334,PNH6985521,Smith & Co. Consulting,USD,491938.32,20040920,20041004
2562,001,6000,2010,1000000150,001,INV100000000001275,3167242832,PNH6985521,Smith & Co. Consulting,USD,78682.15,20100920,20101004
2563,001,6000,2010,1000000377,001,INV100000000012644,2696963723,PNH6985521,Smith & Co. Consulting,USD,242875.62,20100920,20101022
2564,001,6000,2010,1000026501,002,INV100000000014884,3122077376,PNH6985521,Smith & Co. Consulting,USD,347701.65,20100920,20101009
2565,001,6000,2010,1000003671,001,INV100000000008178,0082667943,PNH6985521,Smith & Co. Consulting,USD,100023.36,20100920,20101014
2566,001,6000,2010,1000013851,001,INV100000000009065,9836913876,PNH6985521,Smith & Co. Consulting,USD,87712.45,20100920,20101012
2567,001,6000,2010,1000006592,001,INV100000000000855,4301750425,PNH6985521,Smith & Co. Consulting,USD,215223.49,20100920,20101006
2568,001,2000,2012,1000010589,001,INV100000000001294,2477940985,BEY4435252,Vulcan Heavy Industries,USD,225190.21,20120920,20121012
2569,001,2000,2012,1000001483,002,INV100000000005046,8455833168,BEY4435252,Vulcan Heavy Industries,USD,234977.01,20120920,20121010
2570,001,2000,2012,1000019231,001,INV100000000003112,6614523392,BEY4435252,Vulcan Heavy Industries,USD,75171.08,20120920,20121015
2571,001,2000,2012,1000000860,001,INV100000000015854,3389933644,BEY4435252,Vulcan Heavy Industries,USD,345061.74,20120920,20120924
2572,001,1000,2021,1000010999,001,INV100000000004612,9808431114,YMT4618717,Red Maple Ventures,USD,247383.89,20210920,20210927
2573,001,1000,2023,1000009475,002,INV100000000006931,8669291070,EVP4571878,Renault & Fils SARL,EUR,142993.77,20230920,20231008
2574,001,1000,2011,1000009208,001,INV100000000035561,1200125352,YSV1911248,Galaxy IT Services,JPY,36015600.35,20110920,20110920
2575,001,1000,2011,1000047284,001,INV100000000000790,0515090908,YSV1911248,Galaxy IT Services,JPY,57053725.36,20110920,20110930
2576,001,1000,2011,1000012542,002,INV100000000019603,9767192983,YSV1911248,Galaxy IT Services,JPY,5816466.67,20110920,20111004
2577,001,5000,2000,1000011919,001,INV100000000002338,1152410119,EEN7276041,Apollo Catering Services,USD,127301.92,20000920,20001001
2578,001,3000,2000,1000028148,001,INV100000000002413,3437934646,EXV9923358,Kim & Lee Technologies,USD,80554.94,20000920,20001031
2579,001,3000,2017,1000018238,001,INV100000000011783,8209493832,MTU0130847,Ivanov & Sons Engineering,USD,328081.96,20170920,20171024
2580,001,1000,2004,1000011265,001,INV100000000009617,4698948557,CZR7214715,Patel & Sons Pvt. Ltd.,USD,33913.72,20040920,20041007
2581,001,1000,2004,1000008536,001,INV100000000007220,9084951674,CZR7214715,Patel & Sons Pvt. Ltd.,USD,174285.63,20040920,20040923
2582,001,1000,2004,1000009242,001,INV100000000002028,2576407288,CZR7214715,Patel & Sons Pvt. Ltd.,USD,177663.19,20040920,20040927
2583,001,1000,2004,1000000228,001,INV100000000009878,0115219330,CZR7214715,Patel & Sons Pvt. Ltd.,USD,120054.0,20040920,20041005
2584,001,1000,2000,1000026623,001,INV100000000012170,9669418493,XQI8289538,Nexus Financial Services,USD,34228.39,20000920,20001008
2585,001,2000,2001,1000010675,001,INV100000000011484,0872839101,EIJ1498063,Rossi & Figli Costruzioni,USD,182628.88,20010920,20011002
2586,001,1000,2012,1000002481,001,INV100000000006569,8642058536,EIJ1498063,Rossi & Figli Costruzioni,USD,63864.69,20120920,20121010
2587,001,1000,2012,1000008633,001,INV100000000001469,4221216518,EIJ1498063,Rossi & Figli Costruzioni,USD,234949.32,20120920,20120927
2588,001,5000,2016,1000010311,001,INV100000000027719,4159976594,TCO9263651,Zhao & Sons Ltd.,EUR,69960.6,20160920,20161020
