invoice_id,MANDT,BURKS,GJAHR,BELNR,WAERS,BLDAT
[2342],001,1000,2020,1000004435,KRW,20200920
[2343],001,1000,2020,1000005284,KRW,20200920
[2344],001,1000,2013,1000009415,JPY,20130920
[2345],001,1000,2012,1000013394,AUD,20120920
[2346],001,4000,2001,1000003529,SEK,20010920
[2347],001,2000,2020,1000000917,USD,20200920
[2348],001,3000,2007,1000023840,EUR,20070920
[2349],001,1000,2012,1000003481,EUR,20120920
[2350],001,1000,2012,1000001662,EUR,20120920
[2351],001,1000,2012,1000003223,EUR,20120920
[2352],001,1000,2001,1000008956,EUR,20010920
[2353],001,1000,2001,1000001770,EUR,20010920
[2354],001,1000,2001,1000004569,EUR,20010920
[2355],001,1000,2001,1000019658,EUR,20010920
[2356],001,1000,2001,1000000494,EUR,20010920
[2357],001,3000,2019,1000008209,KRW,20190920
[2358],001,3000,2009,1000002753,USD,20090920
[2359],001,3000,2002,1000003180,EUR,20020920
[2360],001,1000,2006,1000009599,EUR,20060920
[2361],001,2000,2013,1000005043,EUR,20130920
[2362],001,1000,2011,1000014546,EUR,20110920
[2363],001,1000,2006,1000005649,USD,20060920
[2364],001,6000,2002,1000004009,USD,20020920
[2365],001,2000,2004,1000005939,EUR,20040920
[2366],001,1000,2013,1000001903,USD,20130920
[2367],001,1000,2024,1000011989,AUD,20240920
[2368],001,1000,2000,1000011290,USD,20000920
[2369],001,2000,2007,1000001130,USD,20070920
[2370],001,1000,2008,1000012809,EUR,20080920
[2371],001,2000,2000,1000012463,USD,20000920
[2372],001,1000,2016,1000010300,USD,20160920
[2373],001,1000,2007,1000021404,EUR,20070920
[2374],001,1000,2004,1000005569,USD,20040920
[2375],001,1000,2016,1000015165,EUR,20160920
[2376],001,2000,2010,1000014938,CHF,20100920
[2377],001,1000,2000,1000019936,NZD,20000920
[2378],001,1000,2000,1000001911,NZD,20000920
[2379],001,1000,2000,1000003045,NZD,20000920
[2380],001,1000,2000,1000001349,NZD,20000920
[2381],001,4000,2024,1000000195,EUR,20240920
[2382],001,6000,2006,1000010232,USD,20060920
[2383],001,1000,2019,1000016181,EUR,20190920
[2384],001,5000,2002,1000007113,AUD,20020920
[2385],001,2000,2019,1000002905,USD,20190920
[2386],001,1000,2024,1000018784,USD,20240920
[2387],001,1000,2000,1000004505,USD,20000920
[2388],001,1000,2000,1000027363,USD,20000920
[2389],001,1000,2000,1000002708,USD,20000920
[2390],001,1000,2000,1000014171,USD,20000920
[2391],001,2000,2008,1000016903,USD,20080920
[2392],001,1000,2002,1000000202,USD,20020920
[2393],001,1000,2002,1000038779,USD,20020920
[2394],001,1000,2002,1000007376,USD,20020920
[2395],001,1000,2019,1000000079,USD,20190920
[2396],001,1000,2020,1000006902,USD,20200920
[2397],001,2000,2016,1000014425,EUR,20160920
[2398],001,2000,2016,1000002113,EUR,20160920
[2399],001,2000,2011,1000004503,USD,20110920
[2400],001,1000,2004,1000019368,USD,20040920
[2401],001,1000,2004,1000007369,USD,20040920
[2402],001,1000,2004,1000004944,USD,20040920
[2403],001,1000,2004,1000001318,USD,20040920
[2404],001,1000,2004,1000002719,USD,20040920
[2405],001,1000,2019,1000008774,EUR,20190920
[2406],001,3000,2017,1000018379,JPY,20170920
[2407],001,4000,2008,1000009432,USD,20080920
[2408],001,4000,2008,1000030069,USD,20080920
[2409],001,4000,2008,1000003992,USD,20080920
[2410],001,4000,2008,1000000837,USD,20080920
[2411],001,4000,2008,1000004948,USD,20080920
[2412],001,2000,2003,1000013736,EUR,20030920
[2413],001,1000,2022,1000027907,USD,20220920
[2414],001,1000,2013,1000007688,EUR,20130920
[2415],001,2000,2015,1000009154,USD,20150920
[2416],001,1000,2024,1000006354,USD,20240920
[2417],001,1000,2024,1000001737,USD,20240920
[2418],001,1000,2024,1000009264,USD,20240920
[2419],001,1000,2024,1000000112,USD,20240920
[2420],001,3000,2017,1000002528,EUR,20170920
[2421],001,1000,2017,1000008839,EUR,20170920
[2422],001,1000,2017,1000038095,EUR,20170920
[2423],001,1000,2017,1000028939,EUR,20170920
[2424],001,1000,2017,1000021900,EUR,20170920
[2425],001,3000,2020,1000008095,EUR,20200920
[2426],001,1000,2022,1000009080,USD,20220920
[2427],001,1000,2017,1000011527,USD,20170920
[2428],001,1000,2017,1000006541,USD,20170920
[2429],001,1000,2017,1000002387,USD,20170920
[2430],001,1000,2017,1000001213,USD,20170920
[2431],001,4000,2009,1000018360,USD,20090920
[2432],001,9000,2005,1000005557,USD,20050920
[2433],001,1000,2011,1000001419,USD,20110920
[2434],001,3000,2012,1000026252,EUR,20120920
[2435],001,2000,2013,1000001782,USD,20130920
[2436],001,2000,2005,1000023842,JPY,20050920
[2437],001,1000,2000,1000001501,USD,20000920
[2438],001,1000,2008,1000010599,KRW,20080920
[2439],001,1000,2013,1000017408,USD,20130920
[2440],001,1000,2022,1000005186,JPY,20220920
[2441],001,1000,2022,1000019816,JPY,20220920
[2442],001,1000,2022,1000005306,JPY,20220920
[2443],001,1000,2022,1000009808,JPY,20220920
[2444],001,1000,2022,1000004324,JPY,20220920
[2445],001,1000,2022,1000001660,USD,20220920
[2446],001,1000,2022,1000003224,USD,20220920
[2447],001,1000,2022,1000024003,USD,20220920
[2448],001,1000,2022,1000010133,USD,20220920
[2449],001,2000,2014,1000017154,EUR,20140920
[2450],001,1000,2014,1000021761,USD,20140920
[2451],001,4000,2022,1000008005,EUR,20220920
[2452],001,1000,2013,1000025983,USD,20130920
[2453],001,2000,2010,1000002686,USD,20100920
[2454],001,3000,2009,1000009631,USD,20090920
[2455],001,1000,2008,1000005758,USD,20080920
[2456],001,1000,2021,1000008290,USD,20210920
[2457],001,1000,2013,1000005812,EUR,20130920
[2458],001,2000,2023,1000002469,SEK,20230920
[2459],001,2000,2018,1000024820,SEK,20180920
[2460],001,1000,2019,1000011094,USD,20190920
[2461],001,1000,2019,1000003865,USD,20190920
[2462],001,1000,2019,1000003672,USD,20190920
[2463],001,1000,2019,1000002846,USD,20190920
[2464],001,1000,2012,1000016503,NOK,20120920
[2465],001,3000,2000,1000007929,USD,20000920
[2466],001,2000,2021,1000022930,USD,20210920
[2467],001,3000,2006,1000004730,USD,20060920
[2468],001,1000,2023,1000002265,USD,20230920
[2469],001,1000,2016,1000002347,USD,20160920
[2470],001,1000,2016,1000019428,USD,20160920
[2471],001,1000,2016,1000003964,USD,20160920
[2472],001,1000,2016,1000005345,USD,20160920
[2473],001,1000,2016,1000001706,USD,20160920
[2474],001,1000,2016,1000011403,USD,20160920
[2475],001,3000,2004,1000001497,USD,20040920
[2476],001,1000,2024,1000003785,USD,20240920
[2477],001,2000,2012,1000002856,USD,20120920
[2478],001,1000,2015,1000008023,KRW,20150920
[2479],001,1000,2011,1000004928,EUR,20110920
[2480],001,3000,2019,1000009661,USD,20190920
[2481],001,1000,2007,1000013171,USD,20070920
[2482],001,5000,2015,1000017967,JPY,20150920
[2483],001,2000,2010,1000016468,AUD,20100920
[2484],001,1000,2010,1000002486,CHF,20100920
[2485],001,2000,2020,1000001925,USD,20200920
[2486],001,3000,2024,1000001666,JPY,20240920
[2487],001,3000,2024,1000000841,JPY,20240920
[2488],001,3000,2024,1000007416,JPY,20240920
[2489],001,3000,2024,1000002795,JPY,20240920
[2490],001,3000,2023,1000003580,USD,20230920
[2491],001,4000,2000,1000003719,USD,20000920
[2492],001,3000,2023,1000019910,EUR,20230920
[2493],001,3000,2023,1000011833,EUR,20230920
[2494],001,3000,2023,1000001816,EUR,20230920
[2495],001,3000,2023,1000001470,EUR,20230920
[2496],001,3000,2022,1000012426,CHF,20220920
[2497],001,4000,2020,1000004993,USD,20200920
[2498],001,3000,2023,1000006611,USD,20230920
[2499],001,3000,2004,1000014283,USD,20040920
[2500],001,3000,2019,1000017545,JPY,20190920
[2501],001,1000,2017,1000001740,USD,20170920
[2502],001,1000,2017,1000007635,USD,20170920
[2503],001,1000,2017,1000000097,USD,20170920
[2504],001,1000,2017,1000010034,USD,20170920
[2505],001,1000,2017,1000009424,USD,20170920
[2506],001,1000,2013,1000006155,JPY,20130920
[2507],001,1000,2015,1000001287,EUR,20150920
[2508],001,1000,2015,1000012680,EUR,20150920
[2509],001,1000,2015,1000011513,EUR,20150920
[2510],001,2000,2009,1000025097,NZD,20090920
[2511],001,2000,2006,1000023705,EUR,20060920
[2512],001,9000,2013,1000016518,USD,20130920
[2513],001,2000,2004,1000004113,USD,20040920
[2514],001,2000,2024,1000012457,EUR,20240920
[2515],001,5000,2004,1000001687,USD,20040920
[2516],001,1000,2024,1000007836,USD,20240920
[2517],001,1000,2021,1000025274,NZD,20210920
[2518],001,1000,2021,1000007696,NZD,20210920
[2519],001,1000,2021,1000005030,NZD,20210920
[2520],001,1000,2021,1000001038,NZD,20210920
[2521],001,1000,2021,1000003540,NZD,20210920
[2522],001,1000,2021,1000011971,NZD,20210920
[2523],001,1000,2017,1000005723,USD,20170920
[2524],001,1000,2011,1000031541,USD,20110920
[2525],001,2000,2024,1000012383,USD,20240920
[2526],001,1000,2023,1000010342,USD,20230920
[2527],001,1000,2023,1000000946,USD,20230920
[2528],001,1000,2023,1000016188,USD,20230920
[2529],001,1000,2023,1000000331,USD,20230920
[2530],001,1000,2023,1000009380,USD,20230920
[2531],001,5000,2006,1000001494,EUR,20060920
[2532],001,1000,2001,1000003267,USD,20010920
[2533],001,1000,2001,1000013415,USD,20010920
[2534],001,1000,2001,1000022188,USD,20010920
[2535],001,1000,2001,1000001123,USD,20010920
[2536],001,1000,2001,1000006196,USD,20010920
[2537],001,1000,2001,1000002833,USD,20010920
[2538],001,1000,2002,1000004134,EUR,20020920
[2539],001,4000,2023,1000000062,KRW,20230920
[2540],001,1000,2007,1000007974,USD,20070920
[2541],001,1000,2000,1000004604,USD,20000920
[2542],001,1000,2010,1000005600,EUR,20100920
[2543],001,1000,2009,1000007419,USD,20090920
[2544],001,3000,2008,1000009461,USD,20080920
[2545],001,1000,2001,1000007934,JPY,20010920
[2546],001,1000,2013,1000000266,USD,20130920
[2547],001,1000,2019,1000006285,EUR,20190920
[2548],001,1000,2007,1000021646,EUR,20070920
[2549],001,3000,2014,1000002073,JPY,20140920
[2550],001,3000,2006,1000004760,USD,20060920
[2551],001,4000,2011,1000003461,USD,20110920
[2552],001,1000,2013,1000010886,USD,20130920
[2553],001,2000,2004,1000027074,AUD,20040920
[2554],001,2000,2004,1000009508,USD,20040920
[2555],001,5000,2005,1000014460,JPY,20050920
[2556],001,1000,2015,1000014982,USD,20150920
[2557],001,1000,2015,1000004454,USD,20150920
[2558],001,1000,2015,1000016208,USD,20150920
[2559],001,1000,2001,1000014497,EUR,20010920
[2560],001,2000,2012,1000005193,USD,20120920
[2561],001,2000,2003,1000000939,USD,20030920
[2562],001,2000,2021,1000038745,USD,20210920
[2563],001,2000,2014,1000006321,KRW,20140920
[2564],001,1000,2006,1000013229,USD,20060920
[2565],001,2000,2020,1000059868,EUR,20200920
[2566],001,4000,2018,1000003121,USD,20180920
[2567],001,2000,2006,1000002375,USD,20060920
[2568],001,2000,2006,1000015645,USD,20060920
[2569],001,2000,2006,1000006471,USD,20060920
[2570],001,2000,2006,1000017988,USD,20060920
[2571],001,1000,2005,1000003864,EUR,20050920
[2572],001,2000,2006,1000032465,USD,20060920
[2573],001,1000,2014,1000022734,JPY,20140920
[2574],001,1000,2014,1000001576,JPY,20140920
[2575],001,1000,2014,1000010972,JPY,20140920
[2576],001,1000,2014,1000005338,JPY,20140920
[2577],001,1000,2014,1000009007,JPY,20140920
[2578],001,1000,2013,1000015545,USD,20130920
[2579],001,1000,2001,1000004448,EUR,20010920
[2580],001,1000,2001,1000013389,EUR,20010920
[2581],001,1000,2001,1000005141,EUR,20010920
[2582],001,2000,2009,1000004885,EUR,20090920
[2583],001,2000,2009,1000008810,EUR,20090920
[2584],001,2000,2009,1000011743,EUR,20090920
[2585],001,2000,2009,1000012965,EUR,20090920
[2586],001,9000,2007,1000002998,USD,20070920
[2587],001,3000,2007,1000009406,EUR,20070920
[2588],001,3000,2007,1000008544,EUR,20070920
[2589],001,3000,2007,1000000141,EUR,20070920
[2590],001,3000,2007,1000006265,EUR,20070920
[2591],001,3000,2004,1000001485,USD,20040920
[2592],001,3000,2004,1000052621,USD,20040920
[2593],001,3000,2004,1000000073,USD,20040920
[2594],001,3000,2004,1000000884,USD,20040920
[2595],001,1000,2005,1000006540,JPY,20050920
[2596],001,1000,2017,1000011046,EUR,20170920
[2597],001,1000,2017,1000013211,EUR,20170920
[2598],001,1000,2014,1000004223,KRW,20140920
[2599],001,1000,2014,1000020074,KRW,20140920
[2600],001,1000,2014,1000000949,KRW,20140920
[2601],001,2000,2001,1000000886,USD,20010920
[2602],001,1000,2017,1000006283,USD,20170920
[2603],001,1000,2000,1000004843,JPY,20000920
[2604],001,1000,2000,1000001376,JPY,20000920
[2605],001,1000,2000,1000034691,JPY,20000920
[2606],001,1000,2000,1000045731,JPY,20000920
[2607],001,1000,2005,1000011153,NOK,20050920
[2608],001,1000,2001,1000006144,USD,20010920
[2609],001,2000,2011,1000024290,EUR,20110920
[2610],001,2000,2002,1000004167,EUR,20020920
[2611],001,2000,2002,1000006797,EUR,20020920
[2612],001,2000,2002,1000001023,EUR,20020920
[2613],001,2000,2002,1000013156,EUR,20020920
[2614],001,1000,2018,1000008812,JPY,20180920
[2615],001,1000,2001,1000007872,EUR,20010920
[2616],001,1000,2019,1000013806,USD,20190920
[2617],001,1000,2023,1000022778,USD,20230920
[2618],001,1000,2006,1000013917,USD,20060920
[2619],001,2000,2008,1000002033,EUR,20080920
[2620],001,1000,2022,1000020527,USD,20220920
[2621],001,1000,2022,1000029585,USD,20220920
[2622],001,1000,2022,1000003179,USD,20220920
[2623],001,1000,2022,1000003626,USD,20220920
[2624],001,1000,2022,1000010797,USD,20220920
[2625],001,2000,2024,1000002246,USD,20240920
[2626],001,2000,2004,1000006990,USD,20040920
[2627],001,2000,2022,1000009622,USD,20220920
[2628],001,5000,2014,1000007682,USD,20140920
[2629],001,5000,2014,1000001386,USD,20140920
[2630],001,5000,2014,1000006639,USD,20140920
[2631],001,3000,2017,1000031023,USD,20170920
[2632],001,3000,2017,1000007795,USD,20170920
[2633],001,3000,2017,1000009350,USD,20170920
[2634],001,3000,2017,1000019711,USD,20170920
[2635],001,3000,2017,1000042704,USD,20170920
[2636],001,2000,2018,1000043180,EUR,20180920
[2637],001,2000,2024,1000008690,USD,20240920
[2638],001,2000,2024,1000010215,USD,20240920
[2639],001,2000,2024,1000026407,USD,20240920
[2640],001,2000,2024,1000008362,USD,20240920
[2641],001,2000,2005,1000004783,USD,20050920
[2642],001,1000,2000,1000015059,EUR,20000920
[2643],001,1000,2024,1000010179,USD,20240920
[2644],001,1000,2023,1000023224,USD,20230920
[2645],001,4000,2023,1000009776,EUR,20230920
[2646],001,3000,2013,1000002800,EUR,20130920
[2647],001,1000,2023,1000009817,USD,20230920
[2648],001,2000,2022,1000002690,USD,20220920
[2649],001,1000,2014,1000009876,USD,20140920
[2650],001,2000,2017,1000030913,EUR,20170920
[2651],001,2000,2012,1000015146,KRW,20120920
[2652],001,5000,2018,1000027919,CHF,20180920
[2653],001,5000,2018,1000003931,CHF,20180920
[2654],001,5000,2018,1000005971,CHF,20180920
[2655],001,5000,2018,1000002127,CHF,20180920
[2656],001,5000,2018,1000019018,CHF,20180920
[2657],001,3000,2001,1000029948,USD,20010920
[2658],001,1000,2019,1000015489,USD,20190920
[2659],001,1000,2011,1000012939,NOK,20110920
[2660],001,3000,2006,1000005653,EUR,20060920
[2661],001,3000,2006,1000002910,EUR,20060920
[2662],001,3000,2006,1000003895,EUR,20060920
[2663],001,1000,2018,1000003204,USD,20180920
[2664],001,2000,2019,1000003973,USD,20190920
[2665],001,2000,2016,1000007407,USD,20160920
[2666],001,2000,2016,1000005887,USD,20160920
[2667],001,2000,2016,1000009521,USD,20160920
[2668],001,2000,2009,1000000511,SEK,20090920
[2669],001,1000,2008,1000013326,AUD,20080920
[2670],001,1000,2014,1000001389,USD,20140920
[2671],001,5000,2012,1000007537,USD,20120920
[2672],001,3000,2007,1000011796,EUR,20070920
[2673],001,3000,2010,1000015215,EUR,20100920
[2674],001,3000,2010,1000008231,EUR,20100920
[2675],001,3000,2010,1000014637,EUR,20100920
[2676],001,7000,2005,1000021368,JPY,20050920
[2677],001,7000,2005,1000023514,JPY,20050920
[2678],001,7000,2005,1000000554,JPY,20050920
[2679],001,1000,2004,1000023208,USD,20040920
[2680],001,2000,2019,1000020811,EUR,20190920
[2681],001,1000,2009,1000025405,USD,20090920
[2682],001,1000,2009,1000016694,USD,20090920
[2683],001,1000,2009,1000002565,USD,20090920
[2684],001,1000,2009,1000019015,USD,20090920
[2685],001,2000,2016,1000000509,EUR,20160920
[2686],001,1000,2019,1000002924,USD,20190920
[2687],001,1000,2013,1000003520,EUR,20130920
[2688],001,2000,2009,1000006928,USD,20090920
[2689],001,2000,2015,1000011616,EUR,20150920
[2690],001,2000,2015,1000001290,EUR,20150920
[2691],001,1000,2003,1000009471,EUR,20030920
[2692],001,1000,2014,1000013659,USD,20140920
[2693],001,1000,2008,1000006042,USD,20080920
[2694],001,3000,2009,1000020848,USD,20090920
[2695],001,3000,2009,1000002831,USD,20090920
[2696],001,3000,2009,1000014772,USD,20090920
[2697],001,3000,2009,1000003051,USD,20090920
[2698],001,3000,2009,1000014910,USD,20090920
[2699],001,3000,2009,1000009445,USD,20090920
[2700],001,3000,2018,1000006514,NOK,20180920
[2701],001,2000,2006,1000014112,USD,20060920
[2702],001,3000,2024,1000002826,EUR,20240920
[2703],001,1000,2022,1000008269,EUR,20220920
[2704],001,2000,2005,1000001054,USD,20050920
[2705],001,3000,2018,1000017011,AUD,20180920
[2706],001,1000,2020,1000016807,USD,20200920
[2707],001,1000,2020,1000007022,USD,20200920
[2708],001,1000,2020,1000001128,USD,20200920
[2709],001,1000,2020,1000003727,USD,20200920
[2710],001,2000,2018,1000002006,USD,20180920
[2711],001,1000,2008,1000012390,USD,20080920
[2712],001,2000,2023,1000018675,EUR,20230920
[2713],001,2000,2014,1000005529,JPY,20140920
[2714],001,5000,2005,1000003114,EUR,20050920
[2715],001,1000,2024,1000011607,USD,20240920
[2716],001,1000,2024,1000008188,USD,20240920
[2717],001,1000,2024,1000000499,USD,20240920
[2718],001,1000,2024,1000009674,USD,20240920
[2719],001,2000,2019,1000003463,JPY,20190920
[2720],001,2000,2023,1000005472,USD,20230920
[2721],001,2000,2023,1000007916,USD,20230920
[2722],001,2000,2023,1000005389,USD,20230920
[2723],001,2000,2023,1000045863,USD,20230920
[2724],001,3000,2024,1000008066,SEK,20240920
[2725],001,1000,2002,1000003371,USD,20020920
[2726],001,1000,2019,1000023139,EUR,20190920
[2727],001,3000,2000,1000004626,USD,20000920
[2728],001,3000,2000,1000036365,USD,20000920
[2729],001,3000,2000,1000000158,USD,20000920
[2730],001,3000,2000,1000003304,USD,20000920
[2731],001,2000,2017,1000002409,NZD,20170920
[2732],001,1000,2019,1000000244,USD,20190920
[2733],001,1000,2019,1000047827,USD,20190920
[2734],001,1000,2019,1000019742,USD,20190920
[2735],001,1000,2019,1000023548,USD,20190920
[2736],001,3000,2007,1000001124,USD,20070920
[2737],001,1000,2010,1000008643,USD,20100920
[2738],001,1000,2021,1000000159,USD,20210920
[2739],001,1000,2007,1000004089,EUR,20070920
[2740],001,1000,2020,1000015135,EUR,20200920
[2741],001,1000,2023,1000008098,USD,20230920
[2742],001,1000,2019,1000005884,SEK,20190920
[2743],001,1000,2021,1000006827,KRW,20210920
[2744],001,1000,2015,1000001788,KRW,20150920
[2745],001,1000,2015,1000018081,KRW,20150920
[2746],001,1000,2015,1000021129,KRW,20150920
[2747],001,1000,2015,1000004621,KRW,20150920
[2748],001,2000,2015,1000000927,USD,20150920
[2749],001,1000,2013,1000000009,USD,20130920
[2750],001,3000,2019,1000014755,USD,20190920
[2751],001,1000,2020,1000011194,JPY,20200920
[2752],001,1000,2005,1000013618,USD,20050920
[2753],001,1000,2005,1000009232,USD,20050920
[2754],001,1000,2005,1000019122,USD,20050920
[2755],001,1000,2020,1000013831,EUR,20200920
[2756],001,4000,2015,1000000475,USD,20150920
[2757],001,4000,2015,1000008410,USD,20150920
[2758],001,4000,2015,1000006965,USD,20150920
[2759],001,1000,2022,1000009839,EUR,20220920
[2760],001,1000,2022,1000001819,EUR,20220920
[2761],001,1000,2022,1000000295,EUR,20220920
[2762],001,2000,2012,1000008469,JPY,20120920
[2763],001,1000,2024,1000000816,EUR,20240920
[2764],001,2000,2000,1000013899,EUR,20000920
[2765],001,1000,2001,1000037284,AUD,20010920
[2766],001,3000,2019,1000027680,USD,20190920
[2767],001,3000,2019,1000004683,USD,20190920
[2768],001,3000,2019,1000018060,USD,20190920
[2769],001,3000,2019,1000000953,USD,20190920
[2770],001,5000,2013,1000010518,USD,20130920
[2771],001,1000,2003,1000001204,USD,20030920
[2772],001,1000,2009,1000005458,USD,20090920
[2773],001,4000,2007,1000008043,USD,20070920
[2774],001,3000,2019,1000015374,USD,20190920
[2775],001,2000,2016,1000012419,USD,20160920
[2776],001,2000,2016,1000016626,USD,20160920
[2777],001,2000,2016,1000008466,USD,20160920
[2778],001,2000,2016,1000015270,USD,20160920
[2779],001,2000,2016,1000003327,USD,20160920
[2780],001,1000,2017,1000006185,JPY,20170920
[2781],001,1000,2017,1000006838,JPY,20170920
[2782],001,2000,2024,1000003941,USD,20240920
[2783],001,1000,2000,1000003016,USD,20000920
[2784],001,1000,2011,1000003655,JPY,20110920
[2785],001,3000,2009,1000002534,USD,20090920
[2786],001,1000,2008,1000002934,KRW,20080920
[2787],001,6000,2023,1000010305,USD,20230920
[2788],001,3000,2006,1000013444,USD,20060920
[2789],001,1000,2021,1000005688,USD,20210920
[2790],001,1000,2021,1000020002,USD,20210920
[2791],001,1000,2021,1000001486,USD,20210920
[2792],001,1000,2010,1000000156,USD,20100920
[2793],001,1000,2021,1000023546,USD,20210920
[2794],001,3000,2013,1000000220,USD,20130920
[2795],001,2000,2004,1000008302,EUR,20040920
[2796],001,2000,2021,1000011698,JPY,20210920
[2797],001,2000,2014,1000029328,JPY,20140920
[2798],001,1000,2009,1000026401,USD,20090920
[2799],001,1000,2012,1000001578,USD,20120920
[2800],001,1000,2021,1000011798,USD,20210920
[2801],001,3000,2019,1000002224,USD,20190920
[2802],001,2000,2011,1000001969,EUR,20110920
[2803],001,1000,2023,1000001700,KRW,20230920
[2804],001,1000,2023,1000010417,KRW,20230920
[2805],001,1000,2023,1000011480,KRW,20230920
[2806],001,1000,2023,1000023547,KRW,20230920
[2807],001,1000,2020,1000015241,USD,20200920
[2808],001,3000,2019,1000008270,NOK,20190920
[2809],001,1000,2009,1000009516,USD,20090920
[2810],001,2000,2001,1000016584,USD,20010920
[2811],001,2000,2005,1000001351,EUR,20050920
[2812],001,1000,2017,1000004138,EUR,20170920
[2813],001,2000,2003,1000004806,USD,20030920
[2814],001,2000,2005,1000009097,SEK,20050920
[2815],001,2000,2005,1000008427,SEK,20050920
[2816],001,2000,2005,1000008279,SEK,20050920
[2817],001,2000,2005,1000012777,SEK,20050920
[2818],001,2000,2005,1000004106,SEK,20050920
[2819],001,1000,2015,1000006148,USD,20150920
[2820],001,1000,2015,1000022816,USD,20150920
[2821],001,1000,2015,1000020475,USD,20150920
[2822],001,3000,2000,1000025047,JPY,20000920
[2823],001,2000,2022,1000002050,USD,20220920
[2824],001,1000,2000,1000000239,EUR,20000920
[2825],001,1000,2000,1000011637,EUR,20000920
[2826],001,1000,2000,1000020837,EUR,20000920
[2827],001,1000,2000,1000005166,EUR,20000920
[2828],001,1000,2000,1000011993,EUR,20000920
[2829],001,1000,2002,1000006101,KRW,20020920
[2830],001,1000,2013,1000022763,AUD,20130920
[2831],001,1000,2024,1000010254,EUR,20240920
[2832],001,1000,2017,1000004212,USD,20170920
[2833],001,1000,2002,1000038120,SEK,20020920
[2834],001,2000,2019,1000027243,USD,20190920
[2835],001,1000,2016,1000000268,USD,20160920
[2836],001,2000,2014,1000016004,USD,20140920
[2837],001,1000,2002,1000003650,EUR,20020920
[2838],001,1000,2002,1000009452,EUR,20020920
[2839],001,1000,2002,1000006165,EUR,20020920
[2840],001,1000,2002,1000003972,EUR,20020920
[2841],001,1000,2002,1000005071,EUR,20020920
[2842],001,1000,2014,1000009012,USD,20140920
[2843],001,1000,2014,1000004126,EUR,20140920
[2844],001,1000,2014,1000012584,EUR,20140920
[2845],001,1000,2014,1000003098,EUR,20140920
[2846],001,1000,2014,1000001609,EUR,20140920
[2847],001,1000,2014,1000006137,EUR,20140920
[2848],001,4000,2008,1000007444,KRW,20080920
[2849],001,4000,2008,1000010792,KRW,20080920
[2850],001,1000,2016,1000007598,USD,20160920
[2851],001,1000,2016,1000008011,USD,20160920
[2852],001,1000,2016,1000016445,USD,20160920
[2853],001,1000,2016,1000009169,USD,20160920
[2854],001,1000,2016,1000020312,USD,20160920
[2855],001,1000,2016,1000002621,USD,20160920
[2856],001,1000,2016,1000010436,USD,20160920
[2857],001,4000,2003,1000024385,KRW,20030920
[2858],001,1000,2009,1000012988,EUR,20090920
[2859],001,1000,2009,1000007685,EUR,20090920
[2860],001,1000,2009,1000002217,EUR,20090920
[2861],001,1000,2009,1000019717,EUR,20090920
[2862],001,1000,2009,1000015323,EUR,20090920
[2863],001,1000,2009,1000000838,EUR,20090920
[2864],001,3000,2014,1000009583,SEK,20140920
[2865],001,1000,2000,1000003167,USD,20000920
[2866],001,1000,2000,1000002263,USD,20000920
[2867],001,1000,2000,1000003079,USD,20000920
[2868],001,1000,2000,1000038195,USD,20000920
[2869],001,7000,2023,1000006180,USD,20230920
[2870],001,1000,2020,1000013592,EUR,20200920
[2871],001,1000,2019,1000011292,EUR,20190920
[2872],001,1000,2013,1000017707,NOK,20130920
[2873],001,1000,2004,1000004671,USD,20040920
[2874],001,2000,2010,1000002961,EUR,20100920
[2875],001,2000,2010,1000005221,EUR,20100920
[2876],001,2000,2010,1000004558,EUR,20100920
[2877],001,2000,2010,1000016681,EUR,20100920
[2878],001,1000,2006,1000017953,USD,20060920
[2879],001,1000,2006,1000054486,EUR,20060920
[2880],001,1000,2022,1000020293,USD,20220920
[2881],001,1000,2014,1000015624,USD,20140920
[2882],001,1000,2014,1000002133,USD,20140920
[2883],001,1000,2014,1000015090,USD,20140920
[2884],001,1000,2014,1000000890,USD,20140920
[2885],001,1000,2014,1000014640,USD,20140920
[2886],001,1000,2002,1000007783,EUR,20020920
[2887],001,2000,2019,1000007015,JPY,20190920
[2888],001,2000,2019,1000009742,JPY,20190920
[2889],001,2000,2019,1000019016,JPY,20190920
[2890],001,2000,2019,1000004322,JPY,20190920
[2891],001,2000,2019,1000001428,JPY,20190920
[2892],001,2000,2019,1000006912,JPY,20190920
[2893],001,2000,2019,1000003021,JPY,20190920
[2894],001,2000,2019,1000002170,JPY,20190920
[2895],001,1000,2017,1000005716,EUR,20170920
[2896],001,6000,2012,1000000386,AUD,20120920
[2897],001,3000,2021,1000002027,EUR,20210920
[2898],001,2000,2015,1000001273,JPY,20150920
[2899],001,2000,2013,1000005592,USD,20130920
[2900],001,3000,2022,1000006890,USD,20220920
[2901],001,5000,2004,1000010063,USD,20040920
[2902],001,2000,2005,1000002484,JPY,20050920
[2903],001,4000,2008,1000003015,EUR,20080920
[2904],001,2000,2003,1000011147,EUR,20030920
[2905],001,5000,2017,1000029765,USD,20170920
[2906],001,2000,2022,1000009778,USD,20220920
[2907],001,2000,2002,1000001628,JPY,20020920
[2908],001,1000,2008,1000005351,USD,20080920
[2909],001,2000,2022,1000021823,JPY,20220920
[2910],001,3000,2000,1000004295,EUR,20000920
[2911],001,1000,2008,1000000613,USD,20080920
