invoice_id,MANDT,BURKS,GJAHR,BELNR,BZUEI,ZUONR,VBELN,KUNNR,WRBTR,ZFBDT,ZTERM
[2225],001,1000,2021,1000007179,001,INV100000000006169,4525305281,PNH6985521,288071.16,20211012,0021
[2226],001,3000,2001,1000005234,001,INV100000000016900,7041958382,BEY4435252,149005.75,20011015,0015
[2227],001,3000,2001,1000007255,001,INV100000000007095,9216550344,BEY4435252,307973.02,20011015,0015
[2228],001,3000,2001,1000011068,001,INV100000000009984,0351330565,BEY4435252,75683.71,20011013,0015
[2229],001,1000,2013,1000003189,002,INV100000000017340,2703485976,JYB8631854,135707.43,20130930,0002
[2230],001,4000,2019,1000005675,001,INV100000000004548,7213228290,XQI8289538,418037.69,20191002,0009
[2231],001,1000,2003,1000012321,001,INV100000000004006,4616241881,GPN1729300,421128207.9,20030925,0006
[2232],001,2000,2010,1000008985,001,INV100000000037087,5923218936,YSD3087280,106468.23,20100927,0002
[2233],001,6000,2010,1000009291,002,INV100000000011626,7528002897,KVF4482570,105765.18,20101001,0020
[2234],001,3000,2017,1000000206,001,INV100000000001992,4765729947,ZYU5636450,169661.08,20171013,0021
[2235],001,2000,2006,1000020607,001,INV100000000000390,8575677530,MTU0130847,131752.77,20061011,0017
[2236],001,3000,2008,1000001553,001,INV100000000024052,5122809179,MUT0417299,375312.25,20080929,0001
[2237],001,1000,2013,1000006201,001,INV100000000001677,2616915132,QNK4898931,18295415.86,20130927,0019
[2238],001,1000,2001,1000004438,001,INV100000000017786,2021396215,AVR1905370,148544.84,20011016,0014
[2239],001,2000,2018,1000001670,001,INV100000000010314,8698921937,BEY4435252,269534.94,20181001,0006
[2240],001,2000,2018,1000001818,001,INV100000000015489,9526239457,BEY4435252,306303.48,20181014,0006
[2241],001,2000,2018,1000008920,001,INV100000000001183,7907918179,BEY4435252,115031.74,20181004,0006
[2242],001,2000,2018,1000046716,001,INV100000000010028,4637650568,BEY4435252,56396.89,20181014,0006
[2243],001,2000,2018,1000007081,001,INV100000000000530,0862893989,BEY4435252,322862.25,20181020,0006
[2244],001,2000,2018,1000023361,001,INV100000000011620,1174227729,BEY4435252,138169.96,20181011,0006
[2245],001,1000,2007,1000018363,001,INV100000000010839,6356731163,ZAL0239607,194068.32,20071011,0008
[2246],001,3000,2007,1000002842,001,INV100000000005064,3765182287,KST5094255,62119.74,20071011,0018
[2247],001,3000,2007,1000012399,001,INV100000000003384,0394760463,KST5094255,165275.53,20071001,0018
[2248],001,3000,2007,1000002415,001,INV100000000002637,8774051631,KST5094255,121719.98,20071009,0018
[2249],001,3000,2007,1000001319,001,INV100000000011427,5260756456,KST5094255,282072.69,20070922,0018
[2250],001,3000,2007,1000006353,001,INV100000000001777,0366121288,KST5094255,124586.55,20071017,0018
[2251],001,3000,2007,1000002970,001,INV100000000005402,4785033131,KST5094255,426230.8,20071013,0018
[2252],001,6000,2018,1000015622,001,INV100000000028894,2760861111,TLW0369383,39688322.36,20181012,0007
[2253],001,6000,2018,1000011550,001,INV100000000008260,8668231575,TLW0369383,11723617.5,20181014,0007
[2254],001,6000,2018,1000000496,001,INV100000000017237,2662361166,TLW0369383,8793870.68,20181019,0007
[2255],001,6000,2018,1000007754,001,INV100000000001703,6799085089,TLW0369383,14128029.26,20181011,0007
[2256],001,6000,2018,1000004074,001,INV100000000000053,8323076851,TLW0369383,21459847.12,20180925,0007
[2257],001,3000,2016,1000006097,001,INV100000000006147,1404798889,MTU0130847,53601.17,20161002,0004
[2258],001,4000,2009,1000004008,001,INV100000000010194,6740792242,JJM5054555,197922.97,20091013,0015
[2259],001,5000,2000,1000019595,001,INV100000000016277,2089956808,YSV1911248,13962985.43,20001005,0020
[2260],001,2000,2014,1000007054,001,INV100000000004262,2029481112,TCO9263651,147263.57,20141003,0013
[2261],001,2000,2016,1000012720,001,INV100000000001681,4911923482,MLW7256855,348681.35,20161018,0006
[2262],001,2000,2005,1000032611,001,INV100000000011887,5871266332,GXB1113780,331671.4,20051015,0004
[2263],001,1000,2009,1000002983,002,INV100000000003991,1671157039,DDD0641353,91613.78,20091009,0025
[2264],001,1000,2009,1000020760,001,INV100000000016270,9130954771,DDD0641353,163783.61,20091007,0025
[2265],001,1000,2009,1000000857,002,INV100000000009670,4486068963,DDD0641353,322389.53,20091006,0025
[2266],001,1000,2009,1000007075,001,INV100000000023838,7153158314,DDD0641353,162882.73,20090930,0025
[2267],001,1000,2009,1000008452,001,INV100000000012750,7000543665,DDD0641353,46031.0,20091017,0025
[2268],001,1000,2009,1000034777,001,INV100000000021718,1723324911,DDD0641353,36610.15,20091022,0025
[2269],001,3000,2010,1000001212,001,INV100000000005378,2846234970,DDD0641353,280670.4,20101001,0025
[2270],001,1000,2015,1000000368,001,INV100000000006896,4860737640,TIH6044372,259852.19,20150927,0007
[2271],001,2000,2009,1000012047,001,INV100000000035989,3381955524,XWZ9909813,193790.19,20091019,0015
[2272],001,2000,2009,1000005442,001,INV100000000002404,2076966637,XWZ9909813,444301.73,20091006,0015
[2273],001,2000,2009,1000012563,001,INV100000000002823,9193619609,XWZ9909813,155093.88,20091019,0015
[2274],001,3000,2023,1000003635,001,INV100000000006235,4300738893,NVA0018948,3261474.86,20231012,0001
[2275],001,3000,2020,1000004511,002,INV100000000012180,5923782281,UXJ6820071,125644.03,20201103,0018
[2276],001,3000,2020,1000000538,001,INV100000000088150,8772397343,UXJ6820071,151502.78,20201019,0018
[2277],001,3000,2020,1000003341,001,INV100000000006715,5343762751,UXJ6820071,256883.48,20201014,0018
[2278],001,3000,2020,1000012596,001,INV100000000007538,5058342136,UXJ6820071,337703.44,20201008,0018
[2279],001,3000,2020,1000034321,001,INV100000000003726,2723713860,UXJ6820071,149753.29,20200927,0018
[2280],001,1000,2007,1000006885,001,INV100000000004244,7916974597,HFX5107881,243026.46,20070929,0022
[2281],001,2000,2009,1000000113,001,INV100000000009223,6699997385,EVP4571878,149816.65,20091006,0019
[2282],001,2000,2009,1000006480,001,INV100000000009206,5826240652,EVP4571878,157446.81,20091006,0019
[2283],001,1000,2001,1000021996,001,INV100000000008242,8230555555,SIZ6820794,255219.35,20010927,0004
[2284],001,1000,2001,1000025549,001,INV100000000000203,2571581590,SIZ6820794,86180.12,20011001,0004
[2285],001,1000,2003,1000013011,001,INV100000000010432,9888448264,IUX2238877,85611.98,20031028,0010
[2286],001,1000,2003,1000010757,001,INV100000000004683,6390359780,IUX2238877,289305.73,20030927,0010
[2287],001,1000,2003,1000006857,001,INV100000000018761,6790442510,IUX2238877,133360.03,20031004,0010
[2288],001,1000,2003,1000025947,002,INV100000000001376,5492891187,IUX2238877,112178.7,20031003,0010
[2289],001,1000,2003,1000001646,001,INV100000000005789,2334963533,IUX2238877,406976.12,20030925,0010
[2290],001,1000,2017,1000006855,001,INV100000000008335,4849271882,EVP4571878,102272.34,20171013,0017
[2291],001,4000,2001,1000002802,001,INV100000000014892,0378742349,XWZ9909813,256442.19,20011002,0002
[2292],001,1000,2010,1000004553,001,INV100000000007083,7673481599,QYY2957205,81127.96,20100928,0001
[2293],001,1000,2009,1000014470,001,INV100000000008112,1117353187,SIZ6820794,239188.75,20091002,0004
[2294],001,4000,2024,1000004407,001,INV100000000006537,2563711640,GPN1729300,299945374.59,20240930,0014
[2295],001,4000,2022,1000006145,001,INV100000000015537,1705002603,GXB1113780,272323.98,20221018,0010
[2296],001,1000,2010,1000002330,001,INV100000000001326,9200104457,XVO6675883,219249.16,20100930,0026
[2297],001,1000,2011,1000005244,001,INV100000000002905,1419641322,UKG9830524,123551.17,20111015,0030
[2298],001,1000,2011,1000006879,001,INV100000000007996,1929924026,UKG9830524,311148.26,20111005,0030
[2299],001,1000,2011,1000000616,001,INV100000000002998,0046832887,UKG9830524,241948.27,20111011,0030
[2300],001,1000,2011,1000002074,001,INV100000000001372,4292116225,UKG9830524,207725.58,20110926,0030
[2301],001,1000,2023,1000003836,001,INV100000000025992,4698316363,GPN1729300,227492667.1,20231013,0006
[2302],001,1000,2023,1000024197,001,INV100000000006221,2500334016,GPN1729300,531830516.32,20230921,0006
[2303],001,2000,2010,1000012556,001,INV100000000001459,9384414198,GXB1113780,69080.26,20101002,0004
[2304],001,1000,2024,1000017583,001,INV100000000009145,3779873046,XWZ9909813,203230.08,20241011,0010
[2305],001,3000,2021,1000032150,001,INV100000000007390,3197193752,UXJ6820071,20223.4,20210928,0018
[2306],001,2000,2000,1000002041,001,INV100000000000844,8254362308,ABL2462450,149856.86,20001007,0020
[2307],001,2000,2017,1000010138,001,INV100000000019283,2143407087,AVR1905370,28142.05,20171016,0024
[2308],001,3000,2024,1000006941,001,INV100000000005448,8443685941,XWZ9909813,104577.76,20240923,0023
[2309],001,1000,2023,1000007672,001,INV100000000011934,9227912360,ZYU5636450,97976.63,20231020,0027
[2310],001,1000,2011,1000002515,001,INV100000000011386,4872774562,RJT9884296,328949.74,20110927,0017
[2311],001,1000,2010,1000012925,001,INV100000000003085,1069786345,JMV1008381,35518613.86,20101016,0013
[2312],001,1000,2010,1000001589,001,INV100000000013184,8843232494,JMV1008381,3489476.33,20101007,0013
[2313],001,1000,2010,1000012189,001,INV100000000010843,0837081593,JMV1008381,9840091.62,20101023,0013
[2314],001,1000,2010,1000015820,001,INV100000000010905,6776327342,JMV1008381,8349369.43,20100926,0013
[2315],001,1000,2010,1000000071,001,INV100000000000974,1160487639,JMV1008381,5572402.4,20100930,0013
[2316],001,1000,2008,1000003448,002,INV100000000002313,2987140402,ZAL0239607,106929.68,20080930,0008
[2317],001,2000,2021,1000003984,001,INV100000000078358,0087965877,CZR7214715,134435.89,20211001,0001
[2318],001,1000,2018,1000000032,001,INV100000000001886,8682966428,CDK1354752,113207.14,20181015,0013
[2319],001,1000,2018,1000000839,001,INV100000000014896,1980156585,CDK1354752,167714.12,20180924,0013
[2320],001,4000,2021,1000001132,002,INV100000000005581,6326214467,AVR1905370,101628.65,20210925,0006
[2321],001,4000,2021,1000020105,001,INV100000000024017,3016156671,AVR1905370,179018.08,20211004,0006
[2322],001,4000,2021,1000020511,001,INV100000000004141,5612385196,AVR1905370,88237.88,20210925,0006
[2323],001,4000,2021,1000004818,001,INV100000000013701,2991180239,AVR1905370,363341.57,20211008,0006
[2324],001,4000,2021,1000021950,001,INV100000000017192,8364948541,AVR1905370,22609.53,20211110,0006
[2325],001,1000,2020,1000001898,001,INV100000000007934,4602476160,ETW4696582,3157879.26,20200929,0027
[2326],001,1000,2022,1000000144,001,INV100000000010630,2196681885,YGQ8237982,477684.87,20220928,0021
[2327],001,1000,2022,1000017982,001,INV100000000010210,1884829420,YGQ8237982,180527.67,20220927,0021
[2328],001,1000,2022,1000013437,001,INV100000000001525,2001111092,YGQ8237982,154302.17,20220927,0021
[2329],001,1000,2022,1000021100,001,INV100000000006033,5807970483,YGQ8237982,29129.56,20221024,0021
[2330],001,1000,2022,1000002966,001,INV100000000020949,4870909579,YGQ8237982,178113.95,20221005,0021
[2331],001,2000,2024,1000006383,001,INV100000000011381,9524382644,UNU1323836,175680.91,20240928,0028
[2332],001,4000,2000,1000008600,001,INV100000000022478,1989108704,JYB8631854,187243.64,20001020,0026
[2333],001,3000,2012,1000004303,001,INV100000000004489,3040912949,JJM5054555,180955.2,20120926,0029
[2334],001,1000,2010,1000030839,001,INV100000000015993,5204493217,TIH6044372,247893.62,20100922,0007
[2335],001,1000,2018,1000021249,001,INV100000000002839,3334562192,GPN1729300,398205362.44,20180926,0006
[2336],001,4000,2005,1000008887,001,INV100000000031303,7686153308,XWZ9909813,59587.74,20050929,0002
[2337],001,1000,2019,1000007271,001,INV100000000014218,6987656070,IUX2238877,222636.95,20191011,0010
[2338],001,4000,2022,1000023006,001,INV100000000004841,5702862302,XQI8289538,165017.9,20220920,0009
[2339],001,4000,2022,1000011504,001,INV100000000018383,6235700460,XQI8289538,259468.74,20221013,0009
[2340],001,1000,2018,1000007246,001,INV100000000027843,4934727691,YMT4618717,168145.58,20180924,0017
[2341],001,1000,2020,1000038045,001,INV100000000020035,3613445255,KBR7146665,227071863.78,20200930,0002
[2342],001,1000,2020,1000004435,001,INV100000000004394,6906146161,KBR7146665,599225008.4,20200930,0002
[2343],001,1000,2020,1000005284,001,INV100000000002568,0512945100,KBR7146665,284227042.53,20200930,0002
[2344],001,1000,2013,1000009415,001,INV100000000016896,1601471529,JMV1008381,17435771.73,20131002,0013
[2345],001,1000,2012,1000013394,001,INV100000000001532,1740502078,MLW7256855,504917.15,20121008,0004
[2346],001,4000,2001,1000003529,001,INV100000000004678,5172932491,ETW4696582,309542.92,20011015,0008
[2347],001,2000,2020,1000000917,001,INV100000000002983,5199177866,YSD3087280,68552.1,20201018,0002
[2348],001,3000,2007,1000023840,001,INV100000000022289,5078392415,KST5094255,179203.67,20071019,0018
[2349],001,1000,2012,1000003481,001,INV100000000000358,9470287278,QYY2957205,50140.83,20121008,0001
[2350],001,1000,2012,1000001662,001,INV100000000009533,4374528846,QYY2957205,140798.67,20121023,0001
[2351],001,1000,2012,1000003223,001,INV100000000007469,9740195237,QYY2957205,146111.89,20121002,0001
[2352],001,1000,2001,1000008956,001,INV100000000016027,3253454371,ZYU5636450,225651.15,20011008,0027
[2353],001,1000,2001,1000001770,001,INV100000000000434,1644207234,ZYU5636450,40903.94,20010927,0027
[2354],001,1000,2001,1000004569,001,INV100000000001007,4950750768,ZYU5636450,312264.65,20011009,0027
[2355],001,1000,2001,1000019658,001,INV100000000006549,5371355251,ZYU5636450,78393.58,20010924,0027
[2356],001,1000,2001,1000000494,001,INV100000000020400,3142822552,ZYU5636450,168239.72,20011008,0027
[2357],001,3000,2019,1000008209,001,INV100000000003281,4519555736,GPN1729300,57469265.5,20191002,0010
[2358],001,3000,2009,1000002753,001,INV100000000002148,8484417810,MUT0417299,56609.5,20091007,0001
[2359],001,3000,2002,1000003180,002,INV100000000018293,7912486789,ZTM3306886,144998.36,20021016,0030
[2360],001,1000,2006,1000009599,001,INV100000000000388,2895580714,ZYU5636450,23644.97,20061005,0027
[2361],001,2000,2013,1000005043,001,INV100000000004103,9120404921,ZTM3306886,114180.67,20131006,0025
[2362],001,1000,2011,1000014546,001,INV100000000000366,9417743943,TAE8255972,131636.26,20111015,0011
[2363],001,1000,2006,1000005649,001,INV100000000001542,1886343320,TIH6044372,91583.5,20061016,0007
[2364],001,6000,2002,1000004009,001,INV100000000019615,3677840243,EXV9923358,130770.93,20021002,0025
[2365],001,2000,2004,1000005939,001,INV100000000021416,8631811971,TCO9263651,25688.86,20040924,0013
[2366],001,1000,2013,1000001903,001,INV100000000001748,8464665384,SVK9876542,44269.79,20131001,0029
[2367],001,1000,2024,1000011989,001,INV100000000010395,0555245865,MLW7256855,277984.26,20241017,0004
[2368],001,1000,2000,1000011290,001,INV100000000012215,0289452229,JJM5054555,30123.4,20000929,0001
[2369],001,2000,2007,1000001130,001,INV100000000031099,4809075296,HFX5107881,72791.1,20071009,0030
[2370],001,1000,2008,1000012809,001,INV100000000004384,8887477891,EVP4571878,143566.13,20080927,0017
[2371],001,2000,2000,1000012463,001,INV100000000006905,6571516845,CDK1354752,18971.3,20001027,0021
[2372],001,1000,2016,1000010300,001,INV100000000008924,4769310637,ZAL0239607,71021.65,20160927,0008
[2373],001,1000,2007,1000021404,001,INV100000000008523,8733119321,KVF4482570,199124.89,20071002,0006
[2374],001,1000,2004,1000005569,001,INV100000000005186,6045170849,MTU0130847,69236.97,20041006,0010
[2375],001,1000,2016,1000015165,001,INV100000000001167,4537238418,EVP4571878,26217.61,20160925,0017
[2376],001,2000,2010,1000014938,001,INV100000000002170,8402729304,UXJ6820071,117489.83,20100929,0006
[2377],001,1000,2000,1000019936,002,INV100000000030346,4242551955,SIZ6820794,320164.66,20000926,0004
[2378],001,1000,2000,1000001911,001,INV100000000003708,5052704867,SIZ6820794,373508.8,20001021,0004
[2379],001,1000,2000,1000003045,001,INV100000000003829,9063650598,SIZ6820794,316465.68,20001013,0004
[2380],001,1000,2000,1000001349,001,INV100000000028727,1982141073,SIZ6820794,243060.79,20000923,0004
[2381],001,4000,2024,1000000195,001,INV100000000007459,0172532810,ABL2462450,48930.26,20241003,0002
[2382],001,6000,2006,1000010232,001,INV100000000008885,2227872920,YMT4618717,191975.93,20061001,0027
[2383],001,1000,2019,1000016181,002,INV100000000007562,3252420998,TAE8255972,111966.22,20191005,0011
[2384],001,5000,2002,1000007113,001,INV100000000002851,1080926679,MLW7256855,512996.71,20020926,0018
[2385],001,2000,2019,1000002905,001,INV100000000004929,1223194037,JYB8631854,33999.83,20191009,0018
[2386],001,1000,2024,1000018784,001,INV100000000003703,3669119327,XVO6675883,169606.84,20241007,0026
[2387],001,1000,2000,1000004505,001,INV100000000002337,8310555554,JVE9656627,157965.12,20001004,0009
[2388],001,1000,2000,1000027363,001,INV100000000001090,7410160691,JVE9656627,172095.39,20001001,0009
[2389],001,1000,2000,1000002708,001,INV100000000002299,2496136987,JVE9656627,40032.12,20000923,0009
[2390],001,1000,2000,1000014171,001,INV100000000018017,8931147543,JVE9656627,194746.87,20000927,0009
[2391],001,2000,2008,1000016903,001,INV100000000023880,1672910820,PNH6985521,96171.35,20080930,0007
[2392],001,1000,2002,1000000202,001,INV100000000010875,4451074797,EIJ1498063,58883.93,20021012,0010
[2393],001,1000,2002,1000038779,001,INV100000000012897,9935193526,EIJ1498063,252927.37,20021004,0010
[2394],001,1000,2002,1000007376,001,INV100000000009057,8513289903,EIJ1498063,93180.61,20021010,0010
[2395],001,1000,2019,1000000079,001,INV100000000005304,8100831454,EEN7276041,167717.55,20191101,0020
[2396],001,1000,2020,1000006902,001,INV100000000005371,7066449462,UKG9830524,113561.24,20200930,0030
[2397],001,2000,2016,1000014425,001,INV100000000000867,3420564289,KST5094255,46987.63,20160921,0026
[2398],001,2000,2016,1000002113,001,INV100000000000392,5921998879,KST5094255,119399.04,20161023,0026
[2399],001,2000,2011,1000004503,001,INV100000000015961,8421185265,JVE9656627,66329.72,20111022,0001
[2400],001,1000,2004,1000019368,001,INV100000000004962,4300047793,UKG9830524,154824.68,20041005,0030
[2401],001,1000,2004,1000007369,001,INV100000000016056,8238310559,UKG9830524,93397.46,20041020,0030
[2402],001,1000,2004,1000004944,001,INV100000000027594,6674961772,UKG9830524,25357.29,20041008,0030
[2403],001,1000,2004,1000001318,001,INV100000000006094,9745957665,UKG9830524,120911.24,20041015,0030
[2404],001,1000,2004,1000002719,001,INV100000000001799,9166387421,UKG9830524,210399.02,20041001,0030
[2405],001,1000,2019,1000008774,001,INV100000000007703,8557582556,CEI4303673,160028.02,20191006,0013
[2406],001,3000,2017,1000018379,001,INV100000000000770,1913841318,TLW0369383,13139136.46,20170921,0005
[2407],001,4000,2008,1000009432,001,INV100000000001100,8835824824,EEN7276041,51069.67,20080923,0025
[2408],001,4000,2008,1000030069,001,INV100000000003100,0720980545,EEN7276041,185264.93,20081001,0025
[2409],001,4000,2008,1000003992,001,INV100000000002297,8785697978,EEN7276041,95566.82,20081008,0025
[2410],001,4000,2008,1000000837,002,INV100000000003016,1612616675,EEN7276041,139968.36,20081003,0025
[2411],001,4000,2008,1000004948,001,INV100000000012849,8520746470,EEN7276041,270270.04,20081004,0025
[2412],001,2000,2003,1000013736,001,INV100000000013472,6775828581,KST5094255,63686.29,20031016,0026
[2413],001,1000,2022,1000027907,002,INV100000000007014,9450914415,YGQ8237982,226084.77,20221017,0021
[2414],001,1000,2013,1000007688,001,INV100000000033485,3218575469,ABL2462450,72769.37,20131018,0010
[2415],001,2000,2015,1000009154,001,INV100000000007263,6871496608,HFX5107881,206141.82,20150926,0030
[2416],001,1000,2024,1000006354,001,INV100000000022760,2180612644,IUX2238877,175483.97,20241003,0010
[2417],001,1000,2024,1000001737,001,INV100000000001048,7234108152,IUX2238877,120594.77,20241005,0010
[2418],001,1000,2024,1000009264,001,INV100000000003546,3458369179,IUX2238877,149295.72,20240927,0010
[2419],001,1000,2024,1000000112,001,INV100000000009416,8015279313,IUX2238877,265223.14,20240925,0010
[2420],001,3000,2017,1000002528,001,INV100000000003805,8176659291,TAE8255972,138154.93,20170927,0008
[2421],001,1000,2017,1000008839,001,INV100000000043250,6225184700,ABL2462450,312646.12,20171002,0010
[2422],001,1000,2017,1000038095,001,INV100000000001558,1470016283,ABL2462450,180222.49,20170928,0010
[2423],001,1000,2017,1000028939,001,INV100000000003607,8192152960,ABL2462450,361789.76,20171004,0010
[2424],001,1000,2017,1000021900,001,INV100000000005021,0826042545,ABL2462450,179239.18,20171007,0010
[2425],001,3000,2020,1000008095,001,INV100000000024372,9305175226,RJT9884296,161865.78,20200928,0027
[2426],001,1000,2022,1000009080,001,INV100000000009150,7609243384,XWZ9909813,109602.39,20220930,0010
[2427],001,1000,2017,1000011527,001,INV100000000032440,3846873033,PNH6985521,32471.3,20170923,0021
[2428],001,1000,2017,1000006541,001,INV100000000027457,0315096098,PNH6985521,78076.88,20171005,0021
[2429],001,1000,2017,1000002387,001,INV100000000008064,9930955414,PNH6985521,62513.73,20170929,0021
[2430],001,1000,2017,1000001213,001,INV100000000002392,2856884863,PNH6985521,286935.39,20170923,0021
[2431],001,4000,2009,1000018360,001,INV100000000002435,0031279492,JVE9656627,36260.05,20090925,0020
[2432],001,9000,2005,1000005557,001,INV100000000012710,9372838529,MUT0417299,370398.04,20051005,0025
[2433],001,1000,2011,1000001419,001,INV100000000027081,2200452766,BEY4435252,340598.57,20110927,0012
[2434],001,3000,2012,1000026252,001,INV100000000005925,6820402651,KVF4482570,124639.71,20120928,0006
[2435],001,2000,2013,1000001782,001,INV100000000033573,5275609421,CDK1354752,57446.79,20130928,0021
[2436],001,2000,2005,1000023842,001,INV100000000044296,4152828644,JMV1008381,13251571.97,20051010,0003
[2437],001,1000,2000,1000001501,001,INV100000000002320,6610704230,JVE9656627,58397.66,20001002,0009
[2438],001,1000,2008,1000010599,001,INV100000000004113,0338780412,KBR7146665,328792858.61,20081029,0002
[2439],001,1000,2013,1000017408,001,INV100000000032302,8857652920,HFX5107881,142819.96,20131021,0022
[2440],001,1000,2022,1000005186,002,INV100000000015650,1976475733,YSV1911248,32053847.35,20220928,0020
[2441],001,1000,2022,1000019816,001,INV100000000009446,2404676289,YSV1911248,18127627.87,20221003,0020
[2442],001,1000,2022,1000005306,002,INV100000000010387,1690339040,YSV1911248,23248185.17,20220924,0020
[2443],001,1000,2022,1000009808,001,INV100000000011758,5907769762,YSV1911248,16181133.45,20221011,0020
[2444],001,1000,2022,1000004324,001,INV100000000001995,1565471634,YSV1911248,31489263.67,20221018,0020
[2445],001,1000,2022,1000001660,002,INV100000000019515,0313943600,CZR7214715,402750.44,20221006,0028
[2446],001,1000,2022,1000003224,001,INV100000000013734,7583516628,CZR7214715,233957.68,20221028,0028
[2447],001,1000,2022,1000024003,001,INV100000000000829,0888257206,CZR7214715,122777.25,20221018,0028
[2448],001,1000,2022,1000010133,001,INV100000000016852,5773363463,CZR7214715,25983.48,20220929,0028
[2449],001,2000,2014,1000017154,001,INV100000000004199,4250506057,CEI4303673,68299.15,20140928,0022
[2450],001,1000,2014,1000021761,001,INV100000000005261,6539702031,JYB8631854,263262.57,20141004,0002
[2451],001,4000,2022,1000008005,001,INV100000000005229,6673436693,ZTM3306886,76849.82,20220922,0028
[2452],001,1000,2013,1000025983,001,INV100000000000093,3758638175,MTU0130847,167519.04,20130929,0010
[2453],001,2000,2010,1000002686,001,INV100000000014875,2953356973,HFX5107881,369677.83,20101002,0030
[2454],001,3000,2009,1000009631,001,INV100000000010285,3043230738,TIH6044372,284721.07,20091009,0028
[2455],001,1000,2008,1000005758,001,INV100000000014350,2154588085,JJM5054555,128467.09,20081011,0001
[2456],001,1000,2021,1000008290,001,INV100000000011412,5001613313,MTU0130847,140223.12,20211014,0010
[2457],001,1000,2013,1000005812,001,INV100000000009386,6594593458,GXB1113780,161886.56,20131008,0019
[2458],001,2000,2023,1000002469,001,INV100000000014118,1342298192,ETW4696582,542875.85,20231014,0026
[2459],001,2000,2018,1000024820,002,INV100000000002418,1340241322,ETW4696582,386891.66,20181023,0026
[2460],001,1000,2019,1000011094,001,INV100000000004359,1874616135,JYB8631854,258156.77,20191006,0002
[2461],001,1000,2019,1000003865,001,INV100000000009848,1129283063,JYB8631854,314140.85,20191024,0002
[2462],001,1000,2019,1000003672,001,INV100000000049297,1486979358,JYB8631854,78231.46,20191001,0002
[2463],001,1000,2019,1000002846,001,INV100000000006463,4205388945,JYB8631854,60178.42,20191004,0002
[2464],001,1000,2012,1000016503,001,INV100000000007052,3156964916,NVA0018948,7622433.53,20121007,0001
[2465],001,3000,2000,1000007929,001,INV100000000015822,8244252744,CZR7214715,170037.17,20001002,0004
[2466],001,2000,2021,1000022930,001,INV100000000015240,7681837337,CDK1354752,217787.38,20211008,0021
[2467],001,3000,2006,1000004730,001,INV100000000027972,3917062390,EXV9923358,128673.13,20061007,0025
[2468],001,1000,2023,1000002265,001,INV100000000014071,4178864975,TIH6044372,115439.98,20231026,0007
[2469],001,1000,2016,1000002347,001,INV100000000003320,4291023450,JJM5054555,90952.21,20161005,0001
[2470],001,1000,2016,1000019428,001,INV100000000003210,1929488574,JJM5054555,53026.32,20160927,0001
[2471],001,1000,2016,1000003964,001,INV100000000017575,4961951534,JJM5054555,329598.34,20161024,0001
[2472],001,1000,2016,1000005345,001,INV100000000000893,4785366442,JJM5054555,6715.56,20161001,0001
[2473],001,1000,2016,1000001706,001,INV100000000004806,1261112262,JJM5054555,55023.07,20161101,0001
[2474],001,1000,2016,1000011403,001,INV100000000014180,5738317265,JJM5054555,128235.74,20160925,0001
[2475],001,3000,2004,1000001497,002,INV100000000011825,7793978285,XQI8289538,158758.33,20040921,0010
[2476],001,1000,2024,1000003785,001,INV100000000008976,7521688939,HFX5107881,301698.61,20241015,0022
[2477],001,2000,2012,1000002856,001,INV100000000022766,0782796809,MUT0417299,45061.45,20121016,0025
[2478],001,1000,2015,1000008023,001,INV100000000015756,2429507328,KBR7146665,168726344.31,20151004,0002
[2479],001,1000,2011,1000004928,001,INV100000000039857,1005467515,RJT9884296,95087.1,20111003,0017
[2480],001,3000,2019,1000009661,001,INV100000000017655,4056323610,EXV9923358,227856.33,20191026,0025
[2481],001,1000,2007,1000013171,001,INV100000000004851,5402489864,PNH6985521,138884.46,20070926,0021
[2482],001,5000,2015,1000017967,001,INV100000000006385,9862083182,YSV1911248,2820663.03,20151005,0020
[2483],001,2000,2010,1000016468,001,INV100000000011695,7197547008,MLW7256855,205089.6,20101005,0006
[2484],001,1000,2010,1000002486,002,INV100000000009662,0994759958,UXJ6820071,87383.47,20101015,0018
[2485],001,2000,2020,1000001925,001,INV100000000000762,9401359682,UNU1323836,150148.35,20201006,0028
[2486],001,3000,2024,1000001666,001,INV100000000022754,4688968508,JMV1008381,35410275.62,20240929,0019
[2487],001,3000,2024,1000000841,001,INV100000000008336,7709780689,JMV1008381,31198411.45,20240929,0019
[2488],001,3000,2024,1000007416,001,INV100000000008697,7685309334,JMV1008381,36180843.61,20241020,0019
[2489],001,3000,2024,1000002795,002,INV100000000006747,3976193643,JMV1008381,23823769.17,20241004,0019
[2490],001,3000,2023,1000003580,001,INV100000000005536,5567836211,TIH6044372,199231.82,20231004,0028
[2491],001,4000,2000,1000003719,001,INV100000000002693,7171573418,MUT0417299,223332.77,20001002,0014
[2492],001,3000,2023,1000019910,001,INV100000000010264,4354433378,AVR1905370,35313.59,20230928,0016
[2493],001,3000,2023,1000011833,002,INV100000000019650,7016158973,AVR1905370,180109.32,20231002,0016
[2494],001,3000,2023,1000001816,001,INV100000000006453,6951802480,AVR1905370,22781.44,20230923,0016
[2495],001,3000,2023,1000001470,001,INV100000000003683,5257346202,AVR1905370,63002.46,20231012,0016
